address,age_years,last_service_years_ago,seasonality,risk_score,recommended_action
1933.0,59,0,Summer,5,Monitor
174.0,46,5,Summer,9,Immediate Action
2440.0,83,4,Autumn,4,Routine
69.0,30,0,Summer,8,Immediate Action
556.0,70,0,Summer,5,Monitor
490.0,103,9,Autumn,4,Routine
2308.0,119,1,Summer,3,Routine
1221.0,5,1,Winter,7,Monitor
1126.0,118,9,Autumn,9,Immediate Action
918.0,7,3,Winter,1,Routine
153.0,93,5,Spring,3,Routine
2673.0,52,0,Spring,5,Monitor
165.0,101,7,Summer,6,Monitor
1068.0,67,2,Summer,8,Immediate Action
2205.0,11,0,Winter,9,Immediate Action
2602.0,41,7,Summer,7,Monitor
1707.0,113,4,Winter,1,Routine
1171.0,47,1,Spring,5,Monitor
485.0,114,4,Autumn,3,Routine
553.0,22,0,Autumn,7,Monitor
2635.0,61,3,Summer,4,Routine
720.0,46,2,Summer,5,Monitor
652.0,60,0,Winter,9,Immediate Action
1933.0,98,5,Autumn,9,Immediate Action
104.0,105,1,Winter,7,Monitor
573.0,41,7,Winter,9,Immediate Action
418.0,103,3,Winter,4,Routine
276.0,74,2,Winter,2,Routine
528.0,60,6,Autumn,7,Monitor
569.0,66,5,Autumn,9,Immediate Action
1581.0,113,9,Winter,1,Routine
2498.0,5,8,Summer,9,Immediate Action
872.0,19,3,Summer,4,Routine
1490.0,34,3,Autumn,6,Monitor
798.0,90,6,Summer,5,Monitor
500.0,57,4,Summer,9,Immediate Action
569.0,32,2,Autumn,3,Routine
160.0,93,0,Autumn,4,Routine
997.0,83,1,Winter,6,Monitor
1983.0,34,6,Autumn,6,Monitor
1983.0,25,1,Spring,1,Routine
1983.0,37,0,Autumn,9,Immediate Action
1636.0,80,9,Spring,1,Routine
360.0,91,5,Winter,8,Immediate Action
278.0,73,1,Winter,7,Monitor
1159.0,6,4,Summer,2,Routine
1609.0,49,0,Summer,3,Routine
897.0,104,2,Summer,2,Routine
2311.0,78,2,Winter,9,Immediate Action
1738.0,24,8,Winter,2,Routine
2465.0,78,0,Summer,2,Routine
142.0,76,5,Summer,7,Monitor
1266.0,10,0,Winter,8,Immediate Action
673.0,35,6,Winter,8,Immediate Action
758.0,72,5,Autumn,8,Immediate Action
2206.0,35,1,Summer,9,Immediate Action
267.0,113,9,Autumn,4,Routine
939.0,77,9,Summer,2,Routine
2155.0,49,6,Autumn,5,Monitor
1479.0,36,7,Autumn,1,Routine
106.0,82,9,Autumn,2,Routine
679.0,49,0,Summer,7,Monitor
1798.0,35,6,Spring,6,Monitor
569.0,32,3,Summer,7,Monitor
1357.0,41,6,Winter,6,Monitor
1856.0,9,5,Winter,3,Routine
2202.0,13,5,Summer,7,Monitor
2838.0,117,9,Winter,2,Routine
1642.0,45,2,Spring,3,Routine
412.0,38,2,Spring,7,Monitor
455.0,26,9,Autumn,9,Immediate Action
585.0,9,5,Winter,1,Routine
133.0,101,8,Spring,1,Routine
37.0,84,7,Winter,9,Immediate Action
911.0,32,3,Autumn,9,Immediate Action
2592.0,64,2,Autumn,1,Routine
1918.0,106,0,Summer,2,Routine
2476.0,6,4,Spring,2,Routine
2263.0,45,6,Autumn,1,Routine
1845.0,88,7,Spring,1,Routine
513.0,50,1,Winter,2,Routine
1831.0,16,7,Spring,7,Monitor
458.0,52,1,Summer,2,Routine
617.0,18,9,Summer,1,Routine
1147.0,71,0,Winter,9,Immediate Action
1490.0,115,2,Spring,4,Routine
1940.0,20,6,Autumn,7,Monitor
788.0,73,5,Spring,4,Routine
2545.0,95,8,Autumn,8,Immediate Action
723.0,15,4,Autumn,5,Monitor
2313.0,87,5,Spring,2,Routine
1395.0,38,1,Spring,2,Routine
1156.0,53,3,Winter,8,Immediate Action
2534.0,87,3,Spring,3,Routine
1582.0,112,2,Spring,4,Routine
650.0,80,1,Spring,3,Routine
173.0,24,6,Autumn,3,Routine
1350.0,30,7,Winter,7,Monitor
2497.0,102,0,Winter,2,Routine
2342.0,5,8,Spring,9,Immediate Action
312.0,115,5,Summer,2,Routine
961.0,91,8,Spring,9,Immediate Action
2178.0,38,1,Spring,2,Routine
2538.0,51,9,Winter,3,Routine
899.0,39,0,Spring,6,Monitor
1164.0,87,1,Summer,7,Monitor
1461.0,41,5,Summer,7,Monitor
1153.0,66,4,Summer,7,Monitor
1014.0,69,3,Spring,8,Immediate Action
2187.0,72,6,Autumn,3,Routine
983.0,66,3,Summer,3,Routine
1943.0,62,8,Spring,4,Routine
1585.0,52,9,Winter,4,Routine
1431.0,101,9,Summer,7,Monitor
1431.0,5,8,Spring,1,Routine
905.0,32,5,Winter,8,Immediate Action
903.0,53,0,Winter,3,Routine
2117.0,83,1,Summer,1,Routine
2417.0,68,7,Spring,6,Monitor
1725.0,44,6,Summer,6,Monitor
401.0,60,0,Autumn,2,Routine
2841.0,74,3,Summer,1,Routine
1149.0,8,5,Summer,5,Monitor
1245.0,90,6,Summer,8,Immediate Action
163.0,74,0,Winter,4,Routine
2100.0,79,2,Winter,5,Monitor
572.0,84,0,Summer,8,Immediate Action
1213.0,57,5,Winter,9,Immediate Action
2523.0,113,6,Summer,9,Immediate Action
592.0,106,6,Summer,2,Routine
2690.0,52,1,Winter,5,Monitor
2722.0,8,9,Winter,8,Immediate Action
1935.0,100,8,Winter,8,Immediate Action
67.0,5,2,Winter,3,Routine
536.0,20,6,Spring,6,Monitor
2777.0,87,9,Autumn,7,Monitor
159.0,93,3,Autumn,8,Immediate Action
481.0,36,0,Spring,6,Monitor
2036.0,34,2,Summer,1,Routine
2129.0,68,6,Spring,5,Monitor
838.0,51,1,Winter,1,Routine
463.0,46,1,Autumn,6,Monitor
1714.0,15,0,Summer,9,Immediate Action
2184.0,92,1,Spring,6,Monitor
470.0,43,3,Summer,1,Routine
2381.0,64,8,Winter,6,Monitor
2720.0,104,3,Autumn,4,Routine
893.0,48,3,Summer,1,Routine
1764.0,119,1,Summer,4,Routine
1353.0,86,9,Spring,3,Routine
970.0,22,4,Winter,2,Routine
66.0,75,9,Summer,5,Monitor
1039.0,86,8,Autumn,7,Monitor
1303.0,54,6,Summer,4,Routine
1250.0,89,8,Summer,9,Immediate Action
1167.0,108,8,Summer,2,Routine
171.0,19,5,Spring,3,Routine
1498.0,85,4,Winter,2,Routine
2603.0,88,0,Summer,1,Routine
1291.0,101,1,Summer,5,Monitor
1663.0,43,6,Winter,6,Monitor
1050.0,76,5,Summer,9,Immediate Action
1510.0,16,9,Autumn,3,Routine
1789.0,51,0,Summer,7,Monitor
1994.0,40,1,Autumn,7,Monitor
251.0,15,4,Autumn,9,Immediate Action
1967.0,117,1,Summer,4,Routine
1607.0,59,6,Spring,3,Routine
492.0,12,7,Summer,9,Immediate Action
283.0,46,3,Winter,9,Immediate Action
423.0,95,8,Summer,5,Monitor
2877.0,44,1,Spring,5,Monitor
2189.0,91,0,Spring,5,Monitor
1152.0,56,1,Winter,7,Monitor
1713.0,73,4,Autumn,3,Routine
1454.0,8,4,Summer,9,Immediate Action
701.0,35,0,Spring,7,Monitor
1160.0,90,0,Winter,7,Monitor
828.0,53,2,Spring,5,Monitor
1081.0,89,7,Spring,8,Immediate Action
110.0,43,4,Spring,5,Monitor
1267.0,51,5,Autumn,5,Monitor
2496.0,38,0,Winter,1,Routine
498.0,86,7,Winter,6,Monitor
226.0,43,8,Summer,6,Monitor
1671.0,93,5,Autumn,7,Monitor
967.0,116,4,Spring,3,Routine
1059.0,66,6,Summer,5,Monitor
2191.0,43,7,Summer,4,Routine
2845.0,31,1,Spring,2,Routine
41.0,16,5,Winter,9,Immediate Action
1779.0,40,6,Summer,8,Immediate Action
1880.0,79,8,Autumn,4,Routine
257.0,88,7,Spring,7,Monitor
2646.0,67,5,Summer,3,Routine
1129.0,115,6,Winter,1,Routine
2657.0,69,8,Summer,2,Routine
2818.0,76,3,Summer,2,Routine
1552.0,18,6,Summer,1,Routine
2646.0,115,3,Autumn,4,Routine
289.0,99,0,Winter,2,Routine
1326.0,67,0,Winter,7,Monitor
2039.0,112,1,Winter,8,Immediate Action
1840.0,67,4,Autumn,2,Routine
539.0,96,9,Spring,6,Monitor
2847.0,29,8,Summer,4,Routine
2646.0,75,2,Summer,9,Immediate Action
2804.0,33,1,Autumn,7,Monitor
2183.0,27,4,Autumn,2,Routine
2646.0,109,5,Autumn,6,Monitor
2029.0,85,1,Summer,3,Routine
269.0,33,4,Winter,3,Routine
1755.0,107,4,Autumn,7,Monitor
1808.0,42,6,Summer,8,Immediate Action
88.0,6,0,Spring,6,Monitor
423.0,52,2,Summer,6,Monitor
1682.0,88,3,Spring,5,Monitor
925.0,73,6,Summer,7,Monitor
882.0,69,6,Spring,2,Routine
1482.0,98,4,Summer,6,Monitor
1482.0,35,7,Spring,7,Monitor
1040.0,102,6,Autumn,8,Immediate Action
1166.0,46,6,Spring,3,Routine
953.0,45,3,Summer,7,Monitor
1115.0,86,2,Winter,5,Monitor
2623.0,50,9,Spring,4,Routine
3.0,91,7,Winter,5,Monitor
1045.0,70,2,Summer,4,Routine
1550.0,117,2,Autumn,3,Routine
1299.0,25,7,Winter,1,Routine
480.0,53,4,Spring,7,Monitor
1955.0,17,2,Summer,4,Routine
2119.0,42,5,Autumn,8,Immediate Action
2193.0,63,3,Autumn,6,Monitor
1077.0,37,8,Winter,9,Immediate Action
433.0,35,7,Spring,3,Routine
433.0,113,1,Summer,4,Routine
473.0,70,2,Autumn,5,Monitor
2246.0,32,2,Summer,8,Immediate Action
1591.0,118,2,Summer,9,Immediate Action
2320.0,23,2,Autumn,2,Routine
2325.0,81,6,Spring,2,Routine
213.0,103,0,Summer,8,Immediate Action
854.0,115,1,Spring,5,Monitor
1231.0,78,0,Spring,7,Monitor
1027.0,82,6,Spring,4,Routine
2542.0,51,8,Autumn,7,Monitor
584.0,114,3,Summer,5,Monitor
996.0,16,9,Autumn,9,Immediate Action
2176.0,22,1,Autumn,1,Routine
837.0,60,1,Summer,4,Routine
57.0,101,7,Summer,2,Routine
2774.0,86,7,Winter,9,Immediate Action
1922.0,37,4,Summer,4,Routine
850.0,37,5,Summer,6,Monitor
2199.0,30,8,Summer,3,Routine
2846.0,73,3,Autumn,5,Monitor
179.0,70,3,Autumn,6,Monitor
2456.0,32,4,Winter,4,Routine
97.0,14,1,Summer,3,Routine
2063.0,117,3,Spring,7,Monitor
881.0,74,1,Summer,1,Routine
2686.0,78,0,Autumn,6,Monitor
2834.0,105,4,Winter,9,Immediate Action
1041.0,80,5,Summer,7,Monitor
358.0,80,8,Spring,2,Routine
2063.0,100,6,Winter,3,Routine
556.0,90,3,Summer,6,Monitor
2074.0,17,3,Summer,4,Routine
2568.0,21,5,Spring,3,Routine
1921.0,113,6,Summer,9,Immediate Action
2144.0,97,2,Autumn,6,Monitor
827.0,61,2,Summer,1,Routine
2581.0,77,2,Spring,2,Routine
1175.0,42,9,Autumn,4,Routine
888.0,112,6,Autumn,9,Immediate Action
58.0,105,2,Summer,5,Monitor
1924.0,39,5,Winter,1,Routine
1323.0,33,8,Spring,4,Routine
274.0,93,5,Spring,9,Immediate Action
477.0,15,8,Summer,9,Immediate Action
1928.0,59,3,Spring,9,Immediate Action
511.0,35,2,Summer,1,Routine
2814.0,55,8,Autumn,3,Routine
2483.0,41,3,Autumn,3,Routine
511.0,30,6,Winter,9,Immediate Action
2101.0,73,4,Summer,4,Routine
2804.0,47,2,Winter,4,Routine
2457.0,7,3,Summer,6,Monitor
1187.0,89,7,Autumn,5,Monitor
478.0,12,4,Spring,4,Routine
1750.0,91,2,Spring,1,Routine
94.0,50,5,Winter,7,Monitor
1970.0,90,8,Winter,9,Immediate Action
1397.0,25,6,Spring,5,Monitor
964.0,76,4,Autumn,3,Routine
107.0,119,0,Winter,4,Routine
1752.0,95,0,Spring,3,Routine
2166.0,15,9,Winter,2,Routine
2256.0,76,6,Winter,4,Routine
1680.0,68,8,Winter,4,Routine
84.0,87,2,Winter,9,Immediate Action
803.0,18,0,Winter,2,Routine
1657.0,99,2,Autumn,3,Routine
1157.0,115,4,Spring,7,Monitor
1903.0,81,6,Winter,6,Monitor
786.0,114,8,Summer,8,Immediate Action
1804.0,86,8,Spring,1,Routine
1522.0,43,4,Summer,5,Monitor
639.0,26,3,Summer,7,Monitor
1472.0,109,9,Autumn,9,Immediate Action
2252.0,7,9,Winter,2,Routine
2698.0,41,8,Summer,8,Immediate Action
1348.0,49,2,Autumn,7,Monitor
2526.0,61,2,Summer,2,Routine
167.0,63,0,Summer,1,Routine
2433.0,55,5,Autumn,1,Routine
231.0,106,0,Autumn,5,Monitor
1926.0,15,4,Autumn,1,Routine
1512.0,53,4,Winter,1,Routine
221.0,19,1,Autumn,6,Monitor
2124.0,47,1,Winter,3,Routine
887.0,118,4,Winter,4,Routine
2378.0,20,2,Winter,2,Routine
2421.0,110,3,Autumn,9,Immediate Action
402.0,91,9,Spring,1,Routine
231.0,114,6,Winter,7,Monitor
2606.0,69,9,Winter,1,Routine
1927.0,6,6,Spring,5,Monitor
745.0,11,6,Winter,1,Routine
646.0,40,4,Autumn,8,Immediate Action
389.0,79,3,Winter,7,Monitor
2046.0,40,8,Autumn,3,Routine
804.0,67,7,Spring,9,Immediate Action
1676.0,63,8,Spring,5,Monitor
855.0,15,8,Spring,5,Monitor
2520.0,102,8,Winter,7,Monitor
2520.0,90,7,Winter,4,Routine
1076.0,116,0,Spring,4,Routine
2520.0,111,8,Summer,6,Monitor
1844.0,113,5,Autumn,1,Routine
1838.0,62,0,Spring,2,Routine
1194.0,27,0,Summer,5,Monitor
233.0,20,9,Spring,5,Monitor
1737.0,87,1,Spring,6,Monitor
76.0,39,8,Summer,8,Immediate Action
1850.0,65,0,Autumn,9,Immediate Action
1850.0,59,8,Summer,6,Monitor
2794.0,106,3,Spring,1,Routine
11.0,49,0,Winter,1,Routine
76.0,64,8,Summer,4,Routine
1850.0,61,9,Autumn,1,Routine
1850.0,68,1,Winter,9,Immediate Action
1850.0,35,4,Winter,3,Routine
1737.0,87,0,Summer,2,Routine
1850.0,73,4,Winter,1,Routine
2094.0,12,6,Summer,2,Routine
599.0,74,2,Spring,6,Monitor
1370.0,57,7,Summer,4,Routine
923.0,111,2,Spring,2,Routine
640.0,57,0,Summer,8,Immediate Action
1109.0,46,1,Winter,6,Monitor
2796.0,73,0,Autumn,7,Monitor
2796.0,29,2,Spring,5,Monitor
2386.0,51,3,Autumn,8,Immediate Action
2217.0,39,4,Summer,9,Immediate Action
1990.0,88,5,Autumn,1,Routine
2482.0,59,9,Spring,7,Monitor
2587.0,93,1,Winter,1,Routine
1404.0,107,0,Spring,1,Routine
1503.0,33,7,Autumn,2,Routine
1720.0,54,5,Summer,2,Routine
2241.0,13,6,Spring,6,Monitor
1060.0,27,3,Autumn,3,Routine
1368.0,52,9,Autumn,4,Routine
1709.0,42,6,Winter,6,Monitor
503.0,99,0,Winter,4,Routine
1545.0,26,1,Summer,8,Immediate Action
1555.0,55,8,Winter,9,Immediate Action
2481.0,101,1,Summer,6,Monitor
936.0,37,5,Spring,9,Immediate Action
773.0,64,1,Spring,8,Immediate Action
1658.0,94,1,Winter,2,Routine
2217.0,101,8,Summer,2,Routine
2617.0,50,9,Spring,5,Monitor
1715.0,22,6,Autumn,8,Immediate Action
2332.0,25,4,Spring,7,Monitor
2859.0,93,1,Winter,7,Monitor
1038.0,18,6,Winter,3,Routine
1007.0,34,8,Winter,5,Monitor
1990.0,74,2,Autumn,7,Monitor
1963.0,85,2,Spring,8,Immediate Action
1578.0,84,0,Winter,7,Monitor
414.0,71,2,Spring,6,Monitor
235.0,83,9,Summer,2,Routine
2197.0,54,7,Winter,7,Monitor
647.0,66,3,Summer,9,Immediate Action
2609.0,50,9,Summer,6,Monitor
559.0,101,3,Winter,9,Immediate Action
1814.0,83,5,Summer,6,Monitor
1161.0,8,9,Summer,2,Routine
1818.0,80,1,Spring,5,Monitor
1043.0,13,8,Spring,4,Routine
564.0,58,3,Spring,3,Routine
117.0,99,4,Winter,2,Routine
2346.0,36,6,Winter,6,Monitor
637.0,56,1,Summer,7,Monitor
1556.0,39,9,Autumn,3,Routine
885.0,35,0,Autumn,3,Routine
2419.0,113,4,Spring,3,Routine
1600.0,45,9,Autumn,6,Monitor
205.0,108,6,Summer,6,Monitor
2553.0,21,3,Winter,7,Monitor
2823.0,34,8,Spring,8,Immediate Action
1868.0,99,4,Spring,2,Routine
1355.0,80,6,Autumn,8,Immediate Action
1535.0,31,8,Winter,2,Routine
991.0,58,2,Summer,9,Immediate Action
774.0,102,4,Winter,8,Immediate Action
762.0,107,6,Spring,3,Routine
1763.0,21,4,Spring,6,Monitor
1744.0,90,4,Autumn,3,Routine
800.0,33,0,Winter,5,Monitor
26.0,83,8,Spring,2,Routine
1376.0,5,0,Spring,4,Routine
1278.0,107,2,Spring,5,Monitor
1278.0,7,4,Autumn,7,Monitor
1843.0,11,6,Winter,5,Monitor
29.0,38,1,Autumn,4,Routine
586.0,36,6,Autumn,7,Monitor
1263.0,8,4,Winter,1,Routine
1599.0,10,0,Autumn,7,Monitor
2627.0,104,4,Summer,6,Monitor
2604.0,107,6,Summer,4,Routine
2529.0,57,6,Autumn,8,Immediate Action
840.0,57,7,Summer,4,Routine
420.0,50,9,Autumn,4,Routine
2529.0,102,1,Autumn,9,Immediate Action
2411.0,30,1,Autumn,8,Immediate Action
1107.0,100,1,Winter,7,Monitor
857.0,91,1,Spring,4,Routine
331.0,47,2,Spring,2,Routine
404.0,50,8,Summer,3,Routine
2165.0,88,0,Spring,5,Monitor
2429.0,27,7,Summer,4,Routine
1365.0,109,9,Winter,9,Immediate Action
1790.0,113,1,Summer,6,Monitor
705.0,48,7,Autumn,7,Monitor
1838.0,44,4,Spring,2,Routine
190.0,7,2,Spring,1,Routine
2764.0,85,4,Winter,5,Monitor
2404.0,117,3,Winter,5,Monitor
2251.0,50,7,Summer,1,Routine
336.0,68,6,Autumn,1,Routine
2795.0,48,6,Spring,1,Routine
2507.0,30,2,Autumn,2,Routine
1534.0,33,3,Winter,5,Monitor
2795.0,91,4,Winter,3,Routine
2505.0,108,0,Summer,8,Immediate Action
63.0,100,1,Autumn,3,Routine
1673.0,111,1,Summer,7,Monitor
2795.0,5,4,Summer,9,Immediate Action
1544.0,85,0,Winter,8,Immediate Action
464.0,39,2,Winter,5,Monitor
2384.0,33,9,Summer,7,Monitor
95.0,83,5,Summer,7,Monitor
2578.0,98,4,Winter,9,Immediate Action
2123.0,114,0,Spring,8,Immediate Action
2352.0,66,0,Autumn,7,Monitor
2780.0,44,5,Autumn,1,Routine
2708.0,16,3,Autumn,7,Monitor
328.0,30,7,Spring,6,Monitor
2586.0,25,6,Winter,8,Immediate Action
1477.0,94,4,Spring,3,Routine
2257.0,46,5,Summer,4,Routine
61.0,72,8,Summer,7,Monitor
1183.0,18,3,Winter,6,Monitor
51.0,33,6,Spring,7,Monitor
1711.0,13,2,Spring,1,Routine
2789.0,117,5,Spring,9,Immediate Action
1042.0,112,8,Spring,3,Routine
2577.0,78,1,Winter,2,Routine
947.0,104,5,Autumn,9,Immediate Action
750.0,7,6,Spring,8,Immediate Action
1518.0,57,2,Spring,6,Monitor
52.0,30,9,Autumn,9,Immediate Action
2458.0,11,7,Autumn,7,Monitor
1518.0,15,4,Autumn,4,Routine
1717.0,35,6,Winter,7,Monitor
2232.0,54,4,Autumn,9,Immediate Action
557.0,77,1,Summer,7,Monitor
261.0,107,4,Summer,7,Monitor
19.0,109,5,Spring,8,Immediate Action
2695.0,102,2,Winter,3,Routine
644.0,33,3,Spring,8,Immediate Action
1588.0,104,9,Winter,5,Monitor
805.0,101,9,Summer,3,Routine
467.0,20,1,Spring,3,Routine
1736.0,78,8,Winter,3,Routine
1520.0,43,3,Spring,6,Monitor
1201.0,56,8,Summer,3,Routine
199.0,62,8,Winter,9,Immediate Action
740.0,32,2,Summer,8,Immediate Action
886.0,84,3,Summer,7,Monitor
1769.0,48,7,Summer,4,Routine
1703.0,88,7,Spring,5,Monitor
2552.0,27,0,Winter,9,Immediate Action
2260.0,19,9,Winter,9,Immediate Action
642.0,105,5,Autumn,4,Routine
1367.0,99,5,Autumn,3,Routine
2317.0,99,7,Autumn,2,Routine
39.0,79,2,Winter,9,Immediate Action
2084.0,27,7,Autumn,5,Monitor
797.0,69,1,Winter,6,Monitor
2837.0,11,3,Summer,3,Routine
797.0,90,3,Spring,7,Monitor
111.0,38,0,Summer,9,Immediate Action
111.0,19,5,Spring,1,Routine
813.0,97,4,Autumn,1,Routine
2209.0,81,3,Winter,4,Routine
167.0,54,9,Winter,5,Monitor
1551.0,18,2,Autumn,2,Routine
1551.0,14,7,Spring,7,Monitor
1551.0,22,4,Winter,5,Monitor
2612.0,35,0,Spring,3,Routine
2082.0,106,3,Winter,6,Monitor
307.0,96,1,Spring,7,Monitor
2341.0,55,0,Winter,7,Monitor
2688.0,57,6,Autumn,7,Monitor
91.0,15,6,Winter,1,Routine
92.0,57,0,Spring,4,Routine
1873.0,8,5,Spring,1,Routine
707.0,5,7,Spring,2,Routine
1956.0,37,8,Summer,8,Immediate Action
2301.0,65,6,Summer,4,Routine
1639.0,16,4,Spring,5,Monitor
1989.0,60,4,Spring,3,Routine
722.0,24,7,Summer,5,Monitor
194.0,118,4,Spring,7,Monitor
341.0,65,8,Winter,3,Routine
1938.0,15,7,Autumn,2,Routine
1106.0,117,8,Autumn,9,Immediate Action
787.0,95,6,Spring,2,Routine
9.0,53,0,Summer,3,Routine
1811.0,62,7,Autumn,8,Immediate Action
1363.0,9,6,Summer,2,Routine
2218.0,95,6,Spring,2,Routine
1185.0,10,4,Winter,6,Monitor
1256.0,61,4,Winter,7,Monitor
1998.0,79,1,Summer,9,Immediate Action
2341.0,101,6,Summer,4,Routine
1992.0,90,3,Winter,8,Immediate Action
48.0,28,9,Spring,9,Immediate Action
64.0,23,4,Autumn,3,Routine
2607.0,110,8,Winter,8,Immediate Action
1515.0,19,3,Summer,2,Routine
1760.0,8,8,Spring,8,Immediate Action
475.0,112,2,Autumn,1,Routine
297.0,99,1,Winter,1,Routine
1053.0,102,2,Spring,7,Monitor
1702.0,12,2,Summer,3,Routine
2543.0,109,3,Autumn,9,Immediate Action
1672.0,56,9,Autumn,7,Monitor
2803.0,24,4,Spring,3,Routine
2242.0,12,6,Autumn,7,Monitor
1180.0,19,9,Autumn,7,Monitor
2078.0,36,0,Spring,3,Routine
1385.0,68,2,Autumn,4,Routine
2217.0,12,0,Summer,9,Immediate Action
209.0,13,3,Summer,2,Routine
1108.0,48,4,Summer,2,Routine
1722.0,20,8,Winter,4,Routine
2521.0,64,9,Spring,6,Monitor
16.0,41,1,Autumn,1,Routine
2601.0,98,3,Autumn,9,Immediate Action
655.0,41,8,Autumn,9,Immediate Action
2182.0,22,1,Summer,9,Immediate Action
1902.0,8,6,Autumn,6,Monitor
641.0,109,1,Autumn,8,Immediate Action
27.0,19,0,Spring,5,Monitor
1836.0,46,3,Summer,5,Monitor
2676.0,10,8,Autumn,7,Monitor
886.0,20,5,Winter,1,Routine
399.0,72,7,Summer,4,Routine
666.0,72,5,Winter,7,Monitor
23.0,75,5,Winter,2,Routine
1730.0,47,1,Winter,5,Monitor
2489.0,62,9,Winter,9,Immediate Action
2195.0,56,5,Autumn,4,Routine
2195.0,29,0,Summer,4,Routine
2819.0,87,6,Spring,4,Routine
2068.0,73,6,Summer,5,Monitor
1815.0,30,7,Autumn,5,Monitor
1051.0,90,3,Summer,1,Routine
1948.0,25,9,Spring,8,Immediate Action
540.0,51,0,Winter,8,Immediate Action
2338.0,89,8,Spring,9,Immediate Action
1037.0,116,7,Summer,7,Monitor
1255.0,19,7,Winter,2,Routine
1835.0,100,6,Spring,3,Routine
751.0,117,7,Spring,1,Routine
1239.0,31,9,Summer,3,Routine
520.0,16,9,Summer,4,Routine
60.0,50,2,Summer,7,Monitor
2548.0,115,1,Summer,7,Monitor
2622.0,52,9,Autumn,4,Routine
710.0,20,3,Winter,1,Routine
2318.0,28,1,Spring,2,Routine
2300.0,103,6,Winter,5,Monitor
1415.0,91,6,Summer,1,Routine
662.0,40,6,Summer,2,Routine
2760.0,14,9,Spring,9,Immediate Action
2130.0,81,8,Spring,8,Immediate Action
1378.0,74,0,Winter,4,Routine
778.0,33,3,Summer,4,Routine
778.0,64,7,Summer,4,Routine
1293.0,45,0,Autumn,7,Monitor
776.0,107,7,Autumn,7,Monitor
2441.0,14,3,Spring,8,Immediate Action
2860.0,61,6,Winter,5,Monitor
154.0,94,1,Autumn,8,Immediate Action
2713.0,118,1,Winter,2,Routine
2079.0,43,5,Spring,2,Routine
119.0,101,9,Winter,1,Routine
2574.0,9,1,Autumn,7,Monitor
2291.0,17,8,Spring,2,Routine
1182.0,111,5,Spring,9,Immediate Action
18.0,89,1,Autumn,6,Monitor
2233.0,36,3,Summer,9,Immediate Action
1182.0,80,9,Spring,9,Immediate Action
460.0,89,1,Spring,4,Routine
491.0,21,3,Summer,5,Monitor
321.0,104,9,Summer,8,Immediate Action
1238.0,98,2,Winter,1,Routine
2767.0,40,7,Autumn,7,Monitor
403.0,61,9,Autumn,7,Monitor
833.0,61,9,Winter,9,Immediate Action
2597.0,45,3,Summer,2,Routine
1080.0,119,8,Winter,7,Monitor
1334.0,93,4,Spring,1,Routine
2608.0,65,3,Summer,1,Routine
65.0,32,7,Spring,9,Immediate Action
2180.0,35,4,Spring,8,Immediate Action
2608.0,110,3,Winter,7,Monitor
1054.0,26,4,Summer,4,Routine
1987.0,100,0,Autumn,5,Monitor
662.0,45,9,Autumn,5,Monitor
2344.0,41,7,Summer,1,Routine
1864.0,102,5,Summer,7,Monitor
505.0,106,6,Summer,4,Routine
1960.0,44,4,Winter,1,Routine
217.0,79,7,Spring,9,Immediate Action
1182.0,67,0,Autumn,5,Monitor
2072.0,73,7,Spring,4,Routine
83.0,45,6,Spring,5,Monitor
542.0,93,2,Summer,9,Immediate Action
262.0,24,1,Winter,9,Immediate Action
76.0,38,9,Winter,6,Monitor
1401.0,11,9,Spring,1,Routine
2231.0,49,1,Autumn,8,Immediate Action
1333.0,50,8,Summer,1,Routine
1553.0,81,9,Summer,3,Routine
11.0,50,1,Autumn,8,Immediate Action
1850.0,99,2,Autumn,9,Immediate Action
465.0,116,0,Winter,8,Immediate Action
989.0,17,4,Summer,3,Routine
1244.0,57,4,Winter,4,Routine
1226.0,64,0,Summer,7,Monitor
749.0,92,8,Summer,1,Routine
2228.0,94,6,Autumn,3,Routine
2645.0,10,4,Autumn,4,Routine
2645.0,94,7,Winter,8,Immediate Action
102.0,37,5,Autumn,3,Routine
2644.0,22,1,Summer,5,Monitor
11.0,109,5,Spring,1,Routine
807.0,109,6,Autumn,8,Immediate Action
2645.0,91,6,Summer,5,Monitor
12.0,65,9,Autumn,9,Immediate Action
2212.0,77,1,Winter,7,Monitor
2644.0,53,9,Autumn,3,Routine
246.0,77,3,Autumn,2,Routine
2468.0,28,2,Winter,9,Immediate Action
103.0,53,6,Spring,1,Routine
2567.0,110,6,Spring,6,Monitor
2293.0,94,9,Spring,2,Routine
1729.0,113,4,Autumn,6,Monitor
1850.0,16,9,Summer,6,Monitor
76.0,94,0,Autumn,3,Routine
2825.0,65,1,Summer,2,Routine
1850.0,59,1,Winter,3,Routine
380.0,111,8,Summer,2,Routine
11.0,6,7,Autumn,8,Immediate Action
1850.0,65,2,Summer,5,Monitor
2555.0,74,4,Summer,8,Immediate Action
1708.0,112,0,Summer,8,Immediate Action
1846.0,79,1,Autumn,4,Routine
76.0,74,1,Autumn,4,Routine
1850.0,50,7,Spring,5,Monitor
2016.0,83,1,Autumn,2,Routine
439.0,97,8,Autumn,2,Routine
1140.0,94,5,Summer,6,Monitor
6.0,97,2,Spring,2,Routine
361.0,86,1,Winter,7,Monitor
