property_id,date,issue_reported,urgency
1882.0,2024-09-04,Damp Patch,4
1882.0,2025-03-28,Broken Lock,1
2219.0,2025-01-02,Leaking Tap,5
2647.0,2024-08-25,Broken Lock,2
2792.0,2025-07-06,No Heating,3
2792.0,2024-11-02,Damp Patch,4
120.0,2024-11-24,Leaking Tap,3
120.0,2024-08-01,Damp Patch,3
2024.0,2025-04-18,Damp Patch,1
1629.0,2024-11-24,No Heating,2
1629.0,2024-10-25,No Heating,1
82.0,2025-04-25,No Heating,1
1988.0,2025-06-04,Damp Patch,2
1988.0,2024-11-12,Broken Lock,2
181.0,2024-12-23,Leaking Tap,5
181.0,2025-03-16,Broken Lock,5
343.0,2024-11-13,Damp Patch,5
343.0,2025-01-13,Broken Lock,4
125.0,2024-11-17,Leaking Tap,4
2102.0,2024-09-29,Broken Lock,2
2647.0,2025-06-07,Broken Lock,2
2647.0,2025-01-13,Leaking Tap,4
365.0,2024-08-13,No Heating,5
582.0,2024-12-05,Damp Patch,2
582.0,2025-06-16,Leaking Tap,1
1047.0,2025-01-06,Leaking Tap,1
1047.0,2025-06-25,Leaking Tap,2
1774.0,2025-06-07,Broken Lock,3
288.0,2024-07-18,Leaking Tap,1
1373.0,2024-11-16,Damp Patch,1
236.0,2025-05-18,Damp Patch,5
236.0,2024-12-15,Broken Lock,5
1511.0,2024-09-25,Leaking Tap,5
1511.0,2024-12-16,Broken Lock,5
2647.0,2024-12-15,Broken Lock,4
322.0,2025-04-01,Broken Lock,1
1001.0,2024-12-28,Damp Patch,1
1001.0,2024-09-21,Leaking Tap,5
2547.0,2024-09-23,Leaking Tap,5
2547.0,2025-01-28,Broken Lock,2
2097.0,2024-09-25,Broken Lock,5
2097.0,2025-06-04,Broken Lock,5
512.0,2025-02-26,Leaking Tap,5
2135.0,2024-07-23,Leaking Tap,1
1336.0,2025-02-27,No Heating,2
1336.0,2025-04-14,Leaking Tap,1
99.0,2025-03-31,Leaking Tap,3
364.0,2025-01-14,No Heating,3
364.0,2024-09-14,No Heating,1
109.0,2024-08-23,No Heating,2
1473.0,2024-08-06,Damp Patch,3
883.0,2024-08-27,No Heating,1
883.0,2024-07-20,Damp Patch,3
698.0,2025-05-10,Damp Patch,5
698.0,2024-11-25,Broken Lock,4
1275.0,2024-08-25,Damp Patch,2
1275.0,2024-07-20,Leaking Tap,3
2810.0,2025-05-24,Damp Patch,4
2810.0,2025-04-22,No Heating,2
1019.0,2024-11-06,No Heating,1
1019.0,2025-06-27,Broken Lock,1
311.0,2024-09-06,Leaking Tap,5
2450.0,2025-06-13,Leaking Tap,5
2840.0,2025-04-28,Leaking Tap,5
2840.0,2025-03-30,Leaking Tap,1
759.0,2024-08-02,No Heating,5
1101.0,2025-02-05,Leaking Tap,3
1101.0,2024-12-03,Leaking Tap,2
668.0,2025-04-03,Damp Patch,3
668.0,2025-06-26,Leaking Tap,4
2540.0,2024-09-01,Damp Patch,2
2540.0,2025-06-15,Broken Lock,2
2389.0,2024-12-31,No Heating,3
2582.0,2024-10-20,Broken Lock,4
2582.0,2024-11-10,No Heating,2
2122.0,2024-09-15,Leaking Tap,3
2122.0,2025-04-29,Damp Patch,1
2390.0,2024-12-17,Leaking Tap,5
2390.0,2025-02-10,Damp Patch,3
260.0,2025-03-27,Damp Patch,3
260.0,2025-02-03,No Heating,4
187.0,2024-11-06,Broken Lock,1
187.0,2024-11-23,Leaking Tap,2
1644.0,2025-01-05,No Heating,2
1644.0,2025-06-13,Leaking Tap,3
836.0,2025-06-28,Leaking Tap,2
2658.0,2024-10-14,Leaking Tap,5
1111.0,2024-11-21,Damp Patch,3
2422.0,2024-10-04,Leaking Tap,1
2377.0,2025-06-05,No Heating,1
2377.0,2025-05-27,Damp Patch,3
201.0,2024-10-16,Leaking Tap,5
201.0,2024-09-06,No Heating,3
2095.0,2025-03-07,Broken Lock,4
2095.0,2025-01-08,No Heating,3
1474.0,2024-12-03,Broken Lock,1
1474.0,2025-03-11,Broken Lock,4
169.0,2025-06-02,Broken Lock,2
1258.0,2025-04-19,Leaking Tap,1
1258.0,2024-11-08,Broken Lock,4
1754.0,2025-01-26,Broken Lock,4
1754.0,2024-09-16,Broken Lock,2
1683.0,2025-03-06,Damp Patch,5
1683.0,2025-02-28,Broken Lock,4
1219.0,2024-11-18,No Heating,5
1219.0,2025-05-18,Damp Patch,4
1890.0,2024-11-13,Leaking Tap,1
1735.0,2024-07-22,Damp Patch,2
1735.0,2024-08-02,No Heating,4
1735.0,2025-02-04,No Heating,4
2576.0,2024-11-21,Broken Lock,3
1509.0,2024-11-11,No Heating,2
1435.0,2024-11-15,No Heating,4
392.0,2025-05-09,Leaking Tap,2
980.0,2024-10-11,No Heating,2
980.0,2024-11-11,Leaking Tap,5
980.0,2024-10-20,Damp Patch,3
1679.0,2025-06-23,No Heating,5
1679.0,2025-03-18,Damp Patch,4
1679.0,2024-11-28,Leaking Tap,4
1064.0,2025-05-17,No Heating,5
1064.0,2025-04-20,Broken Lock,1
2705.0,2025-07-07,Broken Lock,5
2705.0,2024-09-02,Broken Lock,3
2639.0,2024-10-09,Damp Patch,3
309.0,2025-06-25,Leaking Tap,1
1435.0,2025-06-24,No Heating,3
794.0,2025-06-11,Damp Patch,3
794.0,2024-09-13,No Heating,2
227.0,2024-11-24,Damp Patch,4
1485.0,2024-11-25,Broken Lock,5
1485.0,2025-03-16,Broken Lock,2
1950.0,2024-08-22,Damp Patch,3
1858.0,2025-06-12,No Heating,4
1010.0,2024-08-07,Broken Lock,2
760.0,2025-03-30,Broken Lock,1
760.0,2024-08-28,Broken Lock,1
699.0,2024-08-25,Leaking Tap,4
2431.0,2024-10-18,Leaking Tap,3
1188.0,2025-04-12,Damp Patch,2
1223.0,2024-08-31,No Heating,3
429.0,2024-08-07,Leaking Tap,1
497.0,2025-06-30,Damp Patch,1
497.0,2025-05-11,Broken Lock,3
2855.0,2024-12-20,No Heating,1
1603.0,2024-10-19,Leaking Tap,5
1603.0,2024-07-17,Damp Patch,1
1704.0,2025-05-08,No Heating,4
765.0,2025-02-06,No Heating,2
909.0,2025-07-05,Broken Lock,3
952.0,2025-01-19,Damp Patch,4
952.0,2024-12-18,Damp Patch,1
954.0,2024-09-24,Leaking Tap,5
141.0,2025-06-23,Leaking Tap,5
141.0,2025-04-03,Leaking Tap,2
1872.0,2024-08-23,No Heating,1
2442.0,2025-03-23,No Heating,5
814.0,2024-10-15,Broken Lock,3
883.0,2025-05-11,No Heating,3
747.0,2025-07-02,No Heating,1
2630.0,2025-05-11,Broken Lock,1
2630.0,2025-02-03,No Heating,3
1756.0,2025-01-31,Broken Lock,2
1756.0,2025-06-20,No Heating,4
2829.0,2024-12-27,Broken Lock,2
2829.0,2025-06-20,Leaking Tap,5
370.0,2025-01-14,No Heating,1
1435.0,2025-07-05,Broken Lock,5
890.0,2025-01-24,Leaking Tap,3
1712.0,2025-02-19,No Heating,1
1712.0,2024-12-27,Leaking Tap,3
993.0,2025-02-08,Damp Patch,5
993.0,2024-07-24,Broken Lock,5
1236.0,2025-02-07,Damp Patch,5
1236.0,2024-07-17,Damp Patch,5
164.0,2025-05-30,Damp Patch,5
164.0,2025-02-14,Broken Lock,4
2045.0,2025-04-11,No Heating,4
580.0,2025-06-10,No Heating,1
206.0,2025-04-06,Broken Lock,2
206.0,2024-08-22,No Heating,3
2063.0,2024-08-21,Broken Lock,3
2063.0,2024-12-10,No Heating,5
1105.0,2025-06-19,Broken Lock,1
1105.0,2024-10-11,Leaking Tap,5
1155.0,2024-08-29,Damp Patch,1
1155.0,2024-12-29,Damp Patch,1
1229.0,2024-09-17,Damp Patch,3
1229.0,2024-11-30,Leaking Tap,5
2098.0,2024-12-23,Broken Lock,1
2049.0,2025-07-03,No Heating,4
2049.0,2025-04-04,Broken Lock,4
2021.0,2024-09-17,No Heating,4
1583.0,2025-03-23,No Heating,5
1583.0,2024-10-22,Broken Lock,3
1500.0,2024-11-09,No Heating,3
2330.0,2024-07-16,No Heating,3
123.0,2024-12-12,Damp Patch,3
2827.0,2025-03-27,Broken Lock,1
1435.0,2024-08-03,Broken Lock,4
354.0,2025-06-19,No Heating,1
2160.0,2024-07-26,Damp Patch,5
2160.0,2024-10-09,Broken Lock,2
1081.0,2025-03-28,Broken Lock,2
1081.0,2025-01-14,Broken Lock,4
2335.0,2024-12-01,Broken Lock,5
2335.0,2025-06-27,Broken Lock,5
677.0,2024-07-10,Damp Patch,1
677.0,2024-11-15,Damp Patch,3
2037.0,2024-12-14,Broken Lock,5
2788.0,2025-06-12,Broken Lock,1
2788.0,2025-06-08,Leaking Tap,1
2077.0,2024-07-25,Leaking Tap,3
1330.0,2024-12-17,Damp Patch,5
1330.0,2024-10-28,No Heating,3
1154.0,2025-01-27,No Heating,4
1154.0,2024-09-22,No Heating,1
1857.0,2025-06-06,Broken Lock,2
248.0,2025-01-04,Damp Patch,3
998.0,2024-12-05,Leaking Tap,2
998.0,2024-08-09,Damp Patch,2
1538.0,2024-11-01,No Heating,4
1538.0,2024-12-04,Broken Lock,2
1933.0,2025-03-18,Damp Patch,5
1234.0,2025-04-06,Leaking Tap,2
2565.0,2024-09-01,Leaking Tap,1
350.0,2025-01-21,Damp Patch,3
2778.0,2025-06-13,Broken Lock,5
2778.0,2025-03-06,Broken Lock,3
761.0,2024-11-25,Leaking Tap,4
1499.0,2024-08-24,Damp Patch,2
1499.0,2024-12-18,Leaking Tap,3
1917.0,2024-09-22,Broken Lock,2
1576.0,2025-05-28,Leaking Tap,2
25.0,2025-02-04,Broken Lock,4
25.0,2024-10-22,No Heating,5
1214.0,2025-07-08,No Heating,1
1214.0,2024-08-24,No Heating,1
2564.0,2025-06-30,Broken Lock,2
383.0,2024-08-29,Leaking Tap,2
383.0,2025-03-14,Damp Patch,3
1650.0,2024-09-11,No Heating,5
1650.0,2024-10-04,Leaking Tap,1
502.0,2025-03-10,Leaking Tap,4
77.0,2025-03-19,Leaking Tap,5
77.0,2024-11-10,Broken Lock,1
255.0,2024-09-12,Leaking Tap,5
448.0,2024-10-06,Leaking Tap,3
2768.0,2024-12-20,Damp Patch,1
2768.0,2025-03-20,Damp Patch,4
2425.0,2024-08-20,Damp Patch,1
1669.0,2025-05-06,No Heating,2
1669.0,2025-03-27,Broken Lock,4
2580.0,2024-12-02,Broken Lock,2
2430.0,2024-09-06,Damp Patch,5
2430.0,2025-01-30,No Heating,3
2439.0,2025-05-30,No Heating,2
2439.0,2024-11-28,Damp Patch,2
413.0,2025-04-08,Leaking Tap,3
1328.0,2025-01-26,Leaking Tap,1
461.0,2024-09-22,Broken Lock,3
1186.0,2025-02-25,Leaking Tap,3
703.0,2024-09-28,Broken Lock,3
1870.0,2024-11-04,Damp Patch,4
1870.0,2025-01-28,No Heating,5
293.0,2024-10-14,Damp Patch,4
1260.0,2025-01-26,No Heating,4
2502.0,2025-04-21,No Heating,4
704.0,2025-03-21,Damp Patch,2
704.0,2025-02-09,Broken Lock,4
1026.0,2025-03-29,No Heating,1
2164.0,2024-09-27,No Heating,5
1791.0,2024-07-15,Damp Patch,4
1791.0,2025-03-31,Broken Lock,3
132.0,2025-01-07,No Heating,2
1778.0,2024-11-29,Damp Patch,5
764.0,2024-12-24,Leaking Tap,3
764.0,2024-08-04,Damp Patch,2
945.0,2024-11-05,No Heating,4
945.0,2025-06-27,Damp Patch,3
479.0,2025-01-01,Leaking Tap,5
1235.0,2025-04-10,No Heating,1
1235.0,2024-11-14,Broken Lock,4
1270.0,2024-12-13,No Heating,3
1471.0,2024-12-02,Broken Lock,5
1471.0,2024-12-03,Broken Lock,4
1202.0,2024-08-19,Leaking Tap,3
1202.0,2024-09-03,No Heating,3
1240.0,2024-08-02,Broken Lock,2
2805.0,2024-11-13,Leaking Tap,4
2805.0,2025-02-21,Broken Lock,3
1539.0,2024-09-12,Broken Lock,3
1539.0,2024-11-29,Damp Patch,5
426.0,2025-05-24,Damp Patch,5
2670.0,2025-06-25,Broken Lock,5
1781.0,2025-01-11,No Heating,2
2141.0,2025-02-21,No Heating,5
2141.0,2025-07-08,No Heating,1
2873.0,2025-06-29,No Heating,4
2873.0,2024-12-18,Damp Patch,5
1933.0,2024-07-26,Broken Lock,3
1933.0,2024-10-03,No Heating,2
2648.0,2025-02-20,No Heating,1
2648.0,2024-08-11,Broken Lock,2
339.0,2024-10-27,Broken Lock,4
339.0,2024-10-02,Damp Patch,3
1841.0,2024-09-04,Broken Lock,2
1841.0,2025-07-01,Broken Lock,5
737.0,2024-08-02,Leaking Tap,1
268.0,2025-07-04,Broken Lock,1
268.0,2025-06-03,Damp Patch,2
1331.0,2025-07-02,Leaking Tap,3
1264.0,2025-05-02,Leaking Tap,4
1264.0,2025-02-13,Broken Lock,1
1288.0,2025-02-24,No Heating,3
2515.0,2025-04-17,No Heating,5
1158.0,2024-07-21,No Heating,4
744.0,2024-12-20,Damp Patch,4
744.0,2024-11-01,Damp Patch,3
653.0,2024-09-17,No Heating,1
1004.0,2025-03-04,Broken Lock,3
2426.0,2024-11-25,Damp Patch,5
2426.0,2024-08-15,Leaking Tap,3
906.0,2025-03-27,No Heating,5
906.0,2024-08-12,Leaking Tap,1
831.0,2024-07-26,Damp Patch,3
831.0,2025-06-19,No Heating,4
1465.0,2025-04-11,Leaking Tap,2
1465.0,2025-05-12,Leaking Tap,4
1247.0,2025-04-11,Broken Lock,5
1247.0,2025-07-06,Broken Lock,1
1700.0,2024-09-22,Broken Lock,5
995.0,2024-08-09,Broken Lock,2
1933.0,2024-09-22,Leaking Tap,5
1933.0,2024-09-07,No Heating,3
2188.0,2024-12-11,Leaking Tap,2
738.0,2024-11-03,No Heating,4
738.0,2024-09-20,Broken Lock,5
1869.0,2025-05-15,Broken Lock,4
1869.0,2024-08-14,Leaking Tap,5
1653.0,2025-03-11,Damp Patch,5
1653.0,2024-09-24,Broken Lock,3
864.0,2025-04-11,Leaking Tap,2
1802.0,2024-08-19,Damp Patch,2
898.0,2024-09-04,Damp Patch,2
521.0,2024-08-14,Broken Lock,1
521.0,2025-07-07,No Heating,2
2872.0,2024-12-09,No Heating,5
2872.0,2024-12-06,Broken Lock,1
971.0,2024-12-23,No Heating,4
90.0,2025-05-12,No Heating,1
90.0,2025-06-09,Damp Patch,1
1072.0,2025-06-18,Broken Lock,3
1072.0,2025-01-13,No Heating,5
1909.0,2025-02-27,Broken Lock,3
50.0,2025-04-17,Leaking Tap,5
50.0,2024-09-14,Damp Patch,4
1727.0,2025-03-30,Broken Lock,1
1727.0,2025-03-06,Damp Patch,4
1341.0,2024-11-01,No Heating,2
1341.0,2024-08-19,Leaking Tap,2
718.0,2024-12-30,Broken Lock,1
718.0,2025-03-26,Leaking Tap,5
1933.0,2024-07-23,Damp Patch,3
1933.0,2024-07-31,Broken Lock,1
2430.0,2024-12-01,Damp Patch,4
1103.0,2024-07-28,No Heating,4
1103.0,2024-11-27,No Heating,5
2626.0,2025-06-20,Damp Patch,4
1933.0,2025-02-08,Damp Patch,3
1049.0,2025-01-28,No Heating,5
1048.0,2025-01-16,Broken Lock,3
1048.0,2024-10-24,Damp Patch,2
1354.0,2024-08-26,Damp Patch,3
1354.0,2024-09-10,Leaking Tap,5
971.0,2025-04-07,Broken Lock,4
971.0,2025-04-01,No Heating,3
2842.0,2024-07-27,Broken Lock,1
1212.0,2025-05-03,Damp Patch,1
1933.0,2025-02-27,Damp Patch,5
174.0,2025-02-01,Broken Lock,1
174.0,2024-10-31,Broken Lock,1
2440.0,2025-02-15,Broken Lock,2
69.0,2024-07-14,Broken Lock,5
69.0,2024-07-12,Broken Lock,5
556.0,2024-07-14,No Heating,3
490.0,2025-05-15,Broken Lock,5
490.0,2024-12-25,Broken Lock,2
2308.0,2024-12-21,Leaking Tap,3
1221.0,2024-08-04,Damp Patch,5
1126.0,2024-10-26,No Heating,4
918.0,2025-01-27,No Heating,4
153.0,2024-07-30,No Heating,4
2673.0,2024-12-12,No Heating,4
165.0,2024-12-13,Damp Patch,4
1068.0,2025-01-28,No Heating,3
1068.0,2025-03-22,Leaking Tap,3
2205.0,2025-05-08,No Heating,5
2602.0,2024-07-18,Broken Lock,3
2602.0,2025-04-30,Damp Patch,5
1707.0,2024-09-25,Damp Patch,4
1171.0,2025-04-11,Broken Lock,1
485.0,2025-06-20,Damp Patch,5
485.0,2025-01-10,Damp Patch,4
553.0,2025-04-22,No Heating,4
2635.0,2024-09-26,Damp Patch,4
2635.0,2024-09-07,Broken Lock,2
720.0,2024-12-03,No Heating,3
720.0,2024-11-27,Broken Lock,1
652.0,2024-08-13,Leaking Tap,3
1933.0,2024-12-11,Leaking Tap,5
104.0,2024-07-15,Leaking Tap,4
104.0,2025-02-22,Damp Patch,5
573.0,2025-04-12,Damp Patch,2
573.0,2025-02-15,Damp Patch,2
418.0,2025-01-27,Leaking Tap,3
418.0,2024-12-10,Broken Lock,3
276.0,2024-08-28,Damp Patch,1
276.0,2024-11-11,Broken Lock,4
528.0,2025-06-30,No Heating,2
569.0,2025-02-20,Damp Patch,3
1581.0,2025-06-10,Damp Patch,1
2498.0,2025-03-12,No Heating,3
872.0,2025-01-13,No Heating,5
1490.0,2025-02-24,No Heating,4
798.0,2024-11-11,Broken Lock,2
500.0,2025-02-03,Leaking Tap,5
569.0,2024-10-20,Broken Lock,4
160.0,2025-01-29,Leaking Tap,1
160.0,2025-01-26,Leaking Tap,4
997.0,2024-08-05,Leaking Tap,4
997.0,2025-03-07,Damp Patch,5
1983.0,2025-01-04,No Heating,4
1983.0,2024-07-16,Damp Patch,1
1983.0,2024-09-30,Damp Patch,1
1983.0,2024-11-19,Damp Patch,5
1983.0,2024-08-31,No Heating,5
1636.0,2025-03-07,Leaking Tap,1
1636.0,2024-12-25,Broken Lock,3
360.0,2025-06-04,Broken Lock,2
360.0,2025-05-14,Broken Lock,4
278.0,2024-10-08,Leaking Tap,1
1159.0,2024-11-01,Damp Patch,3
1609.0,2025-06-25,Broken Lock,1
897.0,2024-11-12,No Heating,1
2311.0,2025-02-27,Broken Lock,2
1738.0,2025-04-05,Damp Patch,3
1738.0,2025-03-26,Broken Lock,3
2465.0,2024-09-08,Broken Lock,1
2465.0,2025-03-05,Damp Patch,4
142.0,2024-12-04,Damp Patch,2
142.0,2025-06-22,Damp Patch,2
1266.0,2025-02-05,No Heating,1
673.0,2025-04-20,No Heating,3
673.0,2025-01-20,No Heating,3
758.0,2024-11-15,Broken Lock,3
2206.0,2025-03-19,Broken Lock,2
267.0,2025-04-15,Broken Lock,1
267.0,2024-12-11,Leaking Tap,5
939.0,2024-11-22,Damp Patch,4
2155.0,2025-02-27,No Heating,4
1479.0,2024-12-25,Damp Patch,5
106.0,2025-01-15,Damp Patch,2
679.0,2024-11-01,Damp Patch,1
1798.0,2024-12-19,Damp Patch,4
1798.0,2024-10-08,Damp Patch,2
569.0,2024-08-12,Broken Lock,2
569.0,2024-11-21,Leaking Tap,4
1357.0,2025-03-01,No Heating,1
1856.0,2025-01-21,No Heating,3
2202.0,2024-09-15,Leaking Tap,4
2202.0,2024-08-17,Leaking Tap,1
2838.0,2024-10-03,No Heating,4
2838.0,2025-01-19,Leaking Tap,1
1642.0,2024-11-29,No Heating,5
1642.0,2025-05-05,Damp Patch,4
412.0,2025-05-19,Broken Lock,4
412.0,2025-06-04,Broken Lock,2
455.0,2024-10-29,Leaking Tap,5
455.0,2025-03-31,Leaking Tap,4
585.0,2025-03-12,No Heating,4
133.0,2024-08-30,Damp Patch,5
133.0,2025-04-30,Leaking Tap,3
37.0,2024-09-11,Damp Patch,4
911.0,2025-02-17,Leaking Tap,5
2592.0,2025-04-15,Damp Patch,1
2592.0,2024-09-16,No Heating,5
1918.0,2024-10-27,Broken Lock,3
1918.0,2024-11-10,Damp Patch,5
2476.0,2024-08-11,Leaking Tap,5
2263.0,2024-09-29,Damp Patch,1
2263.0,2024-07-20,Broken Lock,1
1845.0,2024-12-29,Damp Patch,5
1845.0,2025-05-08,Broken Lock,4
513.0,2024-09-26,Damp Patch,5
1831.0,2025-04-26,Damp Patch,5
458.0,2024-10-05,No Heating,3
617.0,2025-06-14,No Heating,1
617.0,2024-12-29,Damp Patch,4
1147.0,2025-02-19,Damp Patch,5
1490.0,2025-03-25,Leaking Tap,2
1940.0,2024-11-21,Damp Patch,5
788.0,2025-04-05,Leaking Tap,3
788.0,2024-11-16,No Heating,4
2545.0,2025-02-24,Leaking Tap,3
723.0,2025-02-02,Broken Lock,3
2313.0,2025-03-14,Broken Lock,4
2313.0,2025-05-23,Leaking Tap,2
1395.0,2025-05-24,No Heating,4
1156.0,2025-03-13,Leaking Tap,3
1156.0,2025-04-20,Broken Lock,3
2534.0,2025-04-03,Damp Patch,3
1582.0,2025-02-01,Leaking Tap,3
1582.0,2024-11-13,No Heating,5
650.0,2024-10-16,Damp Patch,2
173.0,2025-01-10,Broken Lock,3
1350.0,2025-03-11,No Heating,4
1350.0,2025-06-12,Damp Patch,3
2497.0,2025-03-11,No Heating,4
2497.0,2025-07-02,Damp Patch,5
2342.0,2024-08-20,Damp Patch,5
312.0,2024-07-31,Broken Lock,2
312.0,2025-06-03,Leaking Tap,5
961.0,2025-06-27,Damp Patch,1
961.0,2024-08-20,No Heating,4
2178.0,2025-04-02,Broken Lock,1
2538.0,2024-08-07,Leaking Tap,3
899.0,2024-12-04,Leaking Tap,2
1164.0,2025-05-28,Leaking Tap,2
1461.0,2024-08-25,No Heating,2
1153.0,2025-02-22,No Heating,1
1153.0,2024-07-30,Broken Lock,1
1014.0,2025-01-21,Leaking Tap,1
2187.0,2025-04-29,Damp Patch,1
2187.0,2025-06-30,Leaking Tap,5
983.0,2024-10-16,Damp Patch,2
983.0,2024-11-08,No Heating,5
1943.0,2025-06-18,Broken Lock,2
1585.0,2025-05-05,No Heating,3
1431.0,2024-11-20,Damp Patch,3
1431.0,2025-03-22,Damp Patch,1
1431.0,2024-08-31,Leaking Tap,5
905.0,2024-07-14,No Heating,4
903.0,2025-06-21,No Heating,4
2117.0,2025-02-28,Damp Patch,2
2417.0,2024-10-31,Damp Patch,1
1725.0,2024-09-21,Broken Lock,4
1725.0,2025-05-06,Leaking Tap,2
401.0,2024-08-31,No Heating,5
2841.0,2025-06-03,No Heating,4
2841.0,2025-01-25,Damp Patch,1
1149.0,2024-10-15,Leaking Tap,5
1149.0,2025-02-09,Damp Patch,4
1245.0,2025-06-04,Leaking Tap,4
163.0,2024-11-03,Damp Patch,3
163.0,2025-05-05,No Heating,5
2100.0,2025-05-28,Damp Patch,4
2100.0,2024-11-06,Damp Patch,1
572.0,2024-12-22,Damp Patch,5
1213.0,2024-11-01,Damp Patch,3
1213.0,2025-02-02,Leaking Tap,4
2523.0,2024-08-29,Damp Patch,4
2523.0,2024-10-04,Leaking Tap,1
592.0,2024-11-20,No Heating,5
592.0,2025-05-10,Leaking Tap,1
2690.0,2024-07-11,Leaking Tap,3
2690.0,2024-12-31,Damp Patch,2
2722.0,2025-06-01,Damp Patch,5
2722.0,2025-05-04,Leaking Tap,4
1935.0,2024-10-18,Damp Patch,1
1935.0,2024-09-22,No Heating,1
67.0,2025-06-28,Leaking Tap,5
536.0,2024-12-10,Broken Lock,1
536.0,2024-08-25,Broken Lock,5
2777.0,2024-12-28,No Heating,2
159.0,2025-02-23,No Heating,4
159.0,2025-04-12,Damp Patch,3
481.0,2025-06-08,Broken Lock,4
2036.0,2025-02-28,Damp Patch,2
2129.0,2024-11-29,Damp Patch,3
2129.0,2024-11-20,No Heating,3
838.0,2025-03-31,Broken Lock,5
838.0,2025-03-29,Damp Patch,3
463.0,2024-12-21,Broken Lock,5
1714.0,2024-10-07,No Heating,1
2184.0,2024-11-07,Leaking Tap,5
470.0,2025-04-02,Damp Patch,4
470.0,2024-10-25,No Heating,4
2381.0,2025-07-07,Leaking Tap,4
2381.0,2024-09-18,Leaking Tap,1
2720.0,2024-08-30,No Heating,5
893.0,2024-11-01,Damp Patch,2
1764.0,2024-11-05,Damp Patch,3
1353.0,2025-04-24,Leaking Tap,2
970.0,2025-06-23,Damp Patch,4
66.0,2024-11-26,No Heating,1
1039.0,2025-03-26,Broken Lock,3
1039.0,2025-03-12,Broken Lock,1
1303.0,2025-04-28,Leaking Tap,5
1303.0,2024-09-24,No Heating,4
1250.0,2024-09-22,No Heating,2
1250.0,2025-01-07,Damp Patch,2
1167.0,2025-03-18,Damp Patch,1
1167.0,2024-08-22,Broken Lock,2
171.0,2025-06-08,Leaking Tap,5
1498.0,2025-06-30,No Heating,1
2603.0,2025-06-07,Leaking Tap,1
2603.0,2025-05-15,Broken Lock,4
1291.0,2025-04-10,Leaking Tap,1
1291.0,2025-02-10,Leaking Tap,1
1663.0,2024-11-04,Damp Patch,5
1050.0,2025-03-04,Leaking Tap,4
1510.0,2025-01-05,Leaking Tap,4
1789.0,2025-05-26,Broken Lock,2
1789.0,2025-01-16,Broken Lock,3
1994.0,2024-12-16,Broken Lock,3
1994.0,2024-10-29,Broken Lock,5
251.0,2024-08-19,Broken Lock,1
251.0,2024-10-02,No Heating,3
1967.0,2025-05-20,Leaking Tap,5
1967.0,2024-08-08,Leaking Tap,2
1607.0,2024-07-25,Damp Patch,4
1607.0,2025-02-02,Damp Patch,2
492.0,2025-02-08,Leaking Tap,4
492.0,2025-03-06,No Heating,2
283.0,2025-06-02,No Heating,3
423.0,2025-05-14,Damp Patch,5
2877.0,2024-10-30,No Heating,4
2189.0,2024-08-22,Damp Patch,3
1152.0,2024-11-04,Damp Patch,4
1152.0,2024-10-30,Broken Lock,2
1713.0,2024-12-24,Broken Lock,1
1454.0,2025-07-02,Leaking Tap,4
701.0,2025-07-08,Broken Lock,2
701.0,2025-03-01,Damp Patch,4
1160.0,2024-07-23,No Heating,4
828.0,2025-06-19,Damp Patch,2
1081.0,2025-06-01,No Heating,5
1081.0,2025-04-01,Broken Lock,3
110.0,2024-10-15,Broken Lock,2
1267.0,2024-09-12,Broken Lock,5
2496.0,2025-04-27,Damp Patch,5
2496.0,2024-07-19,Leaking Tap,1
498.0,2025-05-13,Broken Lock,1
226.0,2024-12-15,No Heating,5
1671.0,2025-03-28,Damp Patch,5
967.0,2025-01-01,Broken Lock,2
967.0,2025-01-12,Broken Lock,3
1059.0,2024-12-21,No Heating,3
1059.0,2025-06-22,Leaking Tap,1
2191.0,2024-11-25,Broken Lock,2
2845.0,2025-06-02,No Heating,4
2845.0,2025-07-05,Broken Lock,5
41.0,2025-02-08,Damp Patch,2
41.0,2025-04-28,Leaking Tap,5
1779.0,2024-12-16,Leaking Tap,5
1779.0,2024-08-25,Leaking Tap,4
1880.0,2025-03-03,Broken Lock,4
1880.0,2025-07-03,Broken Lock,1
257.0,2025-02-13,No Heating,5
2646.0,2025-06-27,No Heating,3
1129.0,2024-11-03,Leaking Tap,5
1129.0,2025-05-14,Broken Lock,5
2657.0,2024-11-12,No Heating,4
2818.0,2025-03-07,Damp Patch,1
1552.0,2025-02-03,Broken Lock,4
1552.0,2025-06-28,No Heating,2
2646.0,2025-03-19,Damp Patch,1
2646.0,2024-08-02,No Heating,4
289.0,2024-12-02,No Heating,4
1326.0,2025-02-15,No Heating,1
2039.0,2025-05-27,Leaking Tap,4
1840.0,2024-10-11,Damp Patch,2
1840.0,2024-12-24,No Heating,1
539.0,2024-08-31,No Heating,5
539.0,2024-09-11,No Heating,2
2847.0,2024-11-10,Broken Lock,1
2646.0,2024-09-21,Leaking Tap,5
2804.0,2025-05-22,Damp Patch,4
2183.0,2024-11-09,No Heating,1
2183.0,2024-09-25,No Heating,2
2646.0,2024-09-30,Leaking Tap,5
2646.0,2024-07-14,Broken Lock,3
2029.0,2025-02-28,No Heating,3
269.0,2025-05-30,Leaking Tap,1
269.0,2025-02-16,Leaking Tap,3
1755.0,2025-01-18,No Heating,5
