property_id,address,age_years,construction_type,last_service_years_ago,seasonality
980.0,980.0,17,Post-War Concrete,6,Spring
980.0,980.0,69,Edwardian Stone,4,Summer
1679.0,1679.0,9,Edwardian Stone,4,Autumn
1679.0,1679.0,89,Edwardian Stone,8,Autumn
1064.0,1064.0,42,Edwardian Stone,1,Summer
2705.0,2705.0,17,Post-War Concrete,6,Spring
2639.0,2639.0,116,Edwardian Stone,9,Spring
309.0,309.0,106,Modern Timber Frame,4,Winter
1435.0,1435.0,49,Edwardian Stone,1,Winter
794.0,794.0,14,Modern Timber Frame,6,Summer
227.0,227.0,23,Victorian Brick,0,Spring
1485.0,1485.0,94,Post-War Concrete,1,Summer
1950.0,1950.0,83,Edwardian Stone,2,Autumn
1858.0,1858.0,78,Post-War Concrete,5,Autumn
1010.0,1010.0,78,Modern Timber Frame,2,Spring
760.0,760.0,81,Victorian Brick,5,Winter
699.0,699.0,56,Post-War Concrete,5,Summer
2431.0,2431.0,18,Modern Timber Frame,5,Spring
1188.0,1188.0,94,Edwardian Stone,4,Winter
1223.0,1223.0,77,Victorian Brick,4,Spring
429.0,429.0,96,Modern Timber Frame,6,Winter
497.0,497.0,26,Victorian Brick,3,Spring
2855.0,2855.0,76,Victorian Brick,3,Spring
1603.0,1603.0,99,Post-War Concrete,1,Autumn
1704.0,1704.0,93,Edwardian Stone,8,Autumn
765.0,765.0,6,Modern Timber Frame,3,Spring
909.0,909.0,65,Victorian Brick,3,Summer
952.0,952.0,101,Edwardian Stone,5,Autumn
954.0,954.0,19,Victorian Brick,9,Autumn
141.0,141.0,54,Modern Timber Frame,8,Autumn
1872.0,1872.0,26,Post-War Concrete,6,Winter
2442.0,2442.0,44,Victorian Brick,7,Winter
814.0,814.0,110,Edwardian Stone,1,Spring
883.0,883.0,83,Modern Timber Frame,8,Autumn
747.0,747.0,27,Victorian Brick,2,Autumn
2630.0,2630.0,112,Modern Timber Frame,3,Autumn
1756.0,1756.0,81,Edwardian Stone,4,Summer
2829.0,2829.0,102,Modern Timber Frame,5,Summer
370.0,370.0,34,Modern Timber Frame,2,Summer
1435.0,1435.0,55,Edwardian Stone,5,Spring
890.0,890.0,41,Victorian Brick,8,Spring
1712.0,1712.0,107,Post-War Concrete,1,Autumn
993.0,993.0,17,Modern Timber Frame,9,Spring
1236.0,1236.0,7,Edwardian Stone,6,Summer
164.0,164.0,55,Modern Timber Frame,4,Spring
2045.0,2045.0,99,Post-War Concrete,0,Summer
580.0,580.0,19,Edwardian Stone,3,Spring
206.0,206.0,79,Modern Timber Frame,9,Summer
2063.0,2063.0,22,Victorian Brick,1,Winter
1105.0,1105.0,44,Edwardian Stone,6,Spring
1155.0,1155.0,97,Victorian Brick,5,Spring
1229.0,1229.0,77,Edwardian Stone,3,Spring
2098.0,2098.0,115,Modern Timber Frame,2,Autumn
2049.0,2049.0,100,Modern Timber Frame,1,Winter
2021.0,2021.0,29,Modern Timber Frame,3,Autumn
1583.0,1583.0,116,Victorian Brick,5,Spring
1500.0,1500.0,45,Modern Timber Frame,2,Spring
2330.0,2330.0,86,Post-War Concrete,1,Autumn
123.0,123.0,38,Edwardian Stone,0,Winter
2827.0,2827.0,28,Edwardian Stone,7,Spring
1435.0,1435.0,47,Modern Timber Frame,2,Spring
354.0,354.0,102,Edwardian Stone,5,Autumn
2160.0,2160.0,99,Victorian Brick,8,Summer
1081.0,1081.0,71,Post-War Concrete,3,Autumn
2335.0,2335.0,114,Edwardian Stone,6,Spring
677.0,677.0,88,Edwardian Stone,0,Autumn
2037.0,2037.0,108,Victorian Brick,3,Winter
2788.0,2788.0,33,Post-War Concrete,8,Winter
2077.0,2077.0,26,Victorian Brick,8,Autumn
1330.0,1330.0,57,Victorian Brick,2,Summer
1154.0,1154.0,95,Modern Timber Frame,8,Winter
1857.0,1857.0,115,Victorian Brick,7,Winter
248.0,248.0,29,Post-War Concrete,7,Summer
998.0,998.0,109,Modern Timber Frame,3,Summer
1538.0,1538.0,88,Victorian Brick,2,Spring
1933.0,1933.0,6,Victorian Brick,4,Spring
1234.0,1234.0,106,Modern Timber Frame,9,Summer
2565.0,2565.0,23,Modern Timber Frame,8,Spring
350.0,350.0,22,Modern Timber Frame,7,Summer
2778.0,2778.0,69,Edwardian Stone,9,Winter
761.0,761.0,83,Victorian Brick,2,Spring
1499.0,1499.0,59,Modern Timber Frame,7,Spring
1917.0,1917.0,49,Post-War Concrete,9,Summer
1576.0,1576.0,26,Post-War Concrete,2,Spring
25.0,25.0,54,Victorian Brick,1,Summer
1214.0,1214.0,66,Post-War Concrete,0,Winter
2564.0,2564.0,75,Victorian Brick,7,Winter
383.0,383.0,16,Modern Timber Frame,3,Spring
1650.0,1650.0,61,Edwardian Stone,9,Winter
502.0,502.0,114,Post-War Concrete,4,Autumn
77.0,77.0,17,Edwardian Stone,3,Spring
255.0,255.0,46,Edwardian Stone,8,Spring
448.0,448.0,48,Modern Timber Frame,7,Winter
2768.0,2768.0,10,Victorian Brick,0,Spring
2425.0,2425.0,98,Modern Timber Frame,2,Winter
1669.0,1669.0,84,Modern Timber Frame,4,Summer
2580.0,2580.0,32,Edwardian Stone,9,Autumn
2430.0,2430.0,64,Modern Timber Frame,3,Autumn
2439.0,2439.0,31,Edwardian Stone,2,Spring
413.0,413.0,104,Edwardian Stone,5,Autumn
1328.0,1328.0,116,Modern Timber Frame,2,Summer
461.0,461.0,39,Edwardian Stone,3,Winter
1186.0,1186.0,17,Post-War Concrete,3,Winter
703.0,703.0,78,Modern Timber Frame,7,Summer
1870.0,1870.0,111,Edwardian Stone,9,Summer
293.0,293.0,57,Edwardian Stone,4,Autumn
1260.0,1260.0,89,Modern Timber Frame,3,Winter
2502.0,2502.0,67,Modern Timber Frame,2,Summer
704.0,704.0,23,Edwardian Stone,8,Summer
1026.0,1026.0,88,Modern Timber Frame,9,Autumn
2164.0,2164.0,115,Post-War Concrete,8,Winter
1791.0,1791.0,63,Modern Timber Frame,8,Spring
132.0,132.0,34,Post-War Concrete,1,Spring
1778.0,1778.0,114,Post-War Concrete,8,Autumn
764.0,764.0,113,Post-War Concrete,3,Summer
945.0,945.0,108,Post-War Concrete,8,Spring
479.0,479.0,29,Post-War Concrete,0,Winter
1235.0,1235.0,85,Modern Timber Frame,9,Winter
1270.0,1270.0,34,Victorian Brick,8,Autumn
1471.0,1471.0,78,Edwardian Stone,2,Winter
1202.0,1202.0,26,Post-War Concrete,7,Summer
1240.0,1240.0,114,Post-War Concrete,3,Spring
2805.0,2805.0,43,Victorian Brick,0,Autumn
1539.0,1539.0,5,Edwardian Stone,8,Autumn
426.0,426.0,75,Victorian Brick,1,Summer
2670.0,2670.0,71,Victorian Brick,1,Winter
1781.0,1781.0,90,Victorian Brick,7,Winter
2141.0,2141.0,31,Post-War Concrete,3,Autumn
2873.0,2873.0,27,Victorian Brick,8,Autumn
1933.0,1933.0,86,Edwardian Stone,1,Spring
2648.0,2648.0,64,Post-War Concrete,3,Summer
339.0,339.0,16,Edwardian Stone,5,Autumn
1841.0,1841.0,46,Post-War Concrete,4,Summer
737.0,737.0,74,Victorian Brick,4,Autumn
268.0,268.0,24,Edwardian Stone,5,Winter
1331.0,1331.0,24,Edwardian Stone,3,Spring
1264.0,1264.0,89,Edwardian Stone,8,Spring
1288.0,1288.0,14,Edwardian Stone,2,Spring
2515.0,2515.0,67,Victorian Brick,5,Summer
1158.0,1158.0,13,Victorian Brick,8,Summer
744.0,744.0,95,Victorian Brick,8,Spring
653.0,653.0,20,Victorian Brick,4,Summer
1004.0,1004.0,46,Modern Timber Frame,0,Winter
2426.0,2426.0,110,Modern Timber Frame,6,Spring
906.0,906.0,9,Post-War Concrete,1,Autumn
831.0,831.0,48,Edwardian Stone,3,Winter
1465.0,1465.0,49,Edwardian Stone,8,Winter
1247.0,1247.0,29,Post-War Concrete,8,Autumn
1700.0,1700.0,90,Modern Timber Frame,7,Spring
995.0,995.0,49,Victorian Brick,9,Spring
1933.0,1933.0,8,Post-War Concrete,3,Winter
2188.0,2188.0,10,Edwardian Stone,8,Autumn
738.0,738.0,56,Modern Timber Frame,8,Winter
1869.0,1869.0,112,Edwardian Stone,6,Winter
1653.0,1653.0,43,Modern Timber Frame,1,Autumn
864.0,864.0,86,Modern Timber Frame,7,Spring
1802.0,1802.0,75,Victorian Brick,0,Winter
898.0,898.0,74,Victorian Brick,7,Winter
521.0,521.0,21,Modern Timber Frame,7,Summer
2872.0,2872.0,14,Victorian Brick,0,Winter
971.0,971.0,6,Modern Timber Frame,0,Winter
90.0,90.0,57,Post-War Concrete,6,Winter
1072.0,1072.0,11,Victorian Brick,0,Autumn
1909.0,1909.0,68,Edwardian Stone,1,Spring
50.0,50.0,38,Modern Timber Frame,5,Spring
1727.0,1727.0,65,Post-War Concrete,4,Spring
1341.0,1341.0,74,Post-War Concrete,7,Spring
718.0,718.0,97,Post-War Concrete,0,Autumn
1933.0,1933.0,41,Modern Timber Frame,6,Spring
2430.0,2430.0,51,Modern Timber Frame,5,Winter
1103.0,1103.0,96,Post-War Concrete,1,Summer
2626.0,2626.0,95,Edwardian Stone,6,Autumn
1933.0,1933.0,32,Modern Timber Frame,0,Summer
1049.0,1049.0,112,Modern Timber Frame,8,Spring
1048.0,1048.0,38,Modern Timber Frame,3,Winter
1354.0,1354.0,20,Post-War Concrete,9,Spring
971.0,971.0,61,Modern Timber Frame,8,Spring
2842.0,2842.0,57,Post-War Concrete,3,Summer
1212.0,1212.0,114,Post-War Concrete,2,Autumn
1933.0,1933.0,59,Modern Timber Frame,0,Summer
174.0,174.0,46,Victorian Brick,5,Summer
2440.0,2440.0,83,Post-War Concrete,4,Autumn
69.0,69.0,30,Victorian Brick,0,Summer
556.0,556.0,70,Edwardian Stone,0,Summer
490.0,490.0,103,Victorian Brick,9,Autumn
2308.0,2308.0,119,Edwardian Stone,1,Summer
1221.0,1221.0,5,Victorian Brick,1,Winter
1126.0,1126.0,118,Post-War Concrete,9,Autumn
918.0,918.0,7,Modern Timber Frame,3,Winter
153.0,153.0,93,Post-War Concrete,5,Spring
2673.0,2673.0,52,Victorian Brick,0,Spring
165.0,165.0,101,Victorian Brick,7,Summer
1068.0,1068.0,67,Post-War Concrete,2,Summer
2205.0,2205.0,11,Edwardian Stone,0,Winter
2602.0,2602.0,41,Modern Timber Frame,7,Summer
1707.0,1707.0,113,Post-War Concrete,4,Winter
1171.0,1171.0,47,Post-War Concrete,1,Spring
485.0,485.0,114,Post-War Concrete,4,Autumn
553.0,553.0,22,Post-War Concrete,0,Autumn
2635.0,2635.0,61,Modern Timber Frame,3,Summer
720.0,720.0,46,Edwardian Stone,2,Summer
652.0,652.0,60,Edwardian Stone,0,Winter
1933.0,1933.0,98,Post-War Concrete,5,Autumn
104.0,104.0,105,Victorian Brick,1,Winter
573.0,573.0,41,Post-War Concrete,7,Winter
418.0,418.0,103,Post-War Concrete,3,Winter
276.0,276.0,74,Post-War Concrete,2,Winter
528.0,528.0,60,Victorian Brick,6,Autumn
569.0,569.0,66,Edwardian Stone,5,Autumn
1581.0,1581.0,113,Edwardian Stone,9,Winter
2498.0,2498.0,5,Post-War Concrete,8,Summer
872.0,872.0,19,Post-War Concrete,3,Summer
1490.0,1490.0,34,Victorian Brick,3,Autumn
798.0,798.0,90,Post-War Concrete,6,Summer
500.0,500.0,57,Post-War Concrete,4,Summer
569.0,569.0,32,Post-War Concrete,2,Autumn
160.0,160.0,93,Post-War Concrete,0,Autumn
997.0,997.0,83,Post-War Concrete,1,Winter
1983.0,1983.0,34,Post-War Concrete,6,Autumn
1983.0,1983.0,25,Victorian Brick,1,Spring
1983.0,1983.0,37,Post-War Concrete,0,Autumn
1636.0,1636.0,80,Post-War Concrete,9,Spring
360.0,360.0,91,Edwardian Stone,5,Winter
278.0,278.0,73,Edwardian Stone,1,Winter
1159.0,1159.0,6,Victorian Brick,4,Summer
1609.0,1609.0,49,Edwardian Stone,0,Summer
897.0,897.0,104,Victorian Brick,2,Summer
2311.0,2311.0,78,Edwardian Stone,2,Winter
1738.0,1738.0,24,Victorian Brick,8,Winter
2465.0,2465.0,78,Modern Timber Frame,0,Summer
142.0,142.0,76,Victorian Brick,5,Summer
1266.0,1266.0,10,Modern Timber Frame,0,Winter
673.0,673.0,35,Post-War Concrete,6,Winter
758.0,758.0,72,Edwardian Stone,5,Autumn
2206.0,2206.0,35,Post-War Concrete,1,Summer
267.0,267.0,113,Post-War Concrete,9,Autumn
939.0,939.0,77,Edwardian Stone,9,Summer
2155.0,2155.0,49,Edwardian Stone,6,Autumn
1479.0,1479.0,36,Modern Timber Frame,7,Autumn
106.0,106.0,82,Victorian Brick,9,Autumn
679.0,679.0,49,Post-War Concrete,0,Summer
1798.0,1798.0,35,Modern Timber Frame,6,Spring
569.0,569.0,32,Post-War Concrete,3,Summer
1357.0,1357.0,41,Post-War Concrete,6,Winter
1856.0,1856.0,9,Edwardian Stone,5,Winter
2202.0,2202.0,13,Victorian Brick,5,Summer
2838.0,2838.0,117,Post-War Concrete,9,Winter
1642.0,1642.0,45,Modern Timber Frame,2,Spring
412.0,412.0,38,Victorian Brick,2,Spring
455.0,455.0,26,Victorian Brick,9,Autumn
585.0,585.0,9,Victorian Brick,5,Winter
133.0,133.0,101,Victorian Brick,8,Spring
37.0,37.0,84,Modern Timber Frame,7,Winter
911.0,911.0,32,Modern Timber Frame,3,Autumn
2592.0,2592.0,64,Victorian Brick,2,Autumn
1918.0,1918.0,106,Modern Timber Frame,0,Summer
2476.0,2476.0,6,Victorian Brick,4,Spring
2263.0,2263.0,45,Victorian Brick,6,Autumn
1845.0,1845.0,88,Edwardian Stone,7,Spring
513.0,513.0,50,Victorian Brick,1,Winter
1831.0,1831.0,16,Victorian Brick,7,Spring
458.0,458.0,52,Post-War Concrete,1,Summer
617.0,617.0,18,Victorian Brick,9,Summer
1147.0,1147.0,71,Victorian Brick,0,Winter
1490.0,1490.0,115,Post-War Concrete,2,Spring
1940.0,1940.0,20,Edwardian Stone,6,Autumn
788.0,788.0,73,Victorian Brick,5,Spring
2545.0,2545.0,95,Modern Timber Frame,8,Autumn
723.0,723.0,15,Victorian Brick,4,Autumn
2313.0,2313.0,87,Modern Timber Frame,5,Spring
1395.0,1395.0,38,Edwardian Stone,1,Spring
1156.0,1156.0,53,Post-War Concrete,3,Winter
2534.0,2534.0,87,Edwardian Stone,3,Spring
1582.0,1582.0,112,Modern Timber Frame,2,Spring
650.0,650.0,80,Edwardian Stone,1,Spring
173.0,173.0,24,Edwardian Stone,6,Autumn
1350.0,1350.0,30,Modern Timber Frame,7,Winter
2497.0,2497.0,102,Edwardian Stone,0,Winter
2342.0,2342.0,5,Edwardian Stone,8,Spring
312.0,312.0,115,Modern Timber Frame,5,Summer
961.0,961.0,91,Modern Timber Frame,8,Spring
2178.0,2178.0,38,Modern Timber Frame,1,Spring
2538.0,2538.0,51,Post-War Concrete,9,Winter
899.0,899.0,39,Victorian Brick,0,Spring
1164.0,1164.0,87,Post-War Concrete,1,Summer
1461.0,1461.0,41,Post-War Concrete,5,Summer
1153.0,1153.0,66,Modern Timber Frame,4,Summer
1014.0,1014.0,69,Post-War Concrete,3,Spring
2187.0,2187.0,72,Modern Timber Frame,6,Autumn
983.0,983.0,66,Victorian Brick,3,Summer
1943.0,1943.0,62,Modern Timber Frame,8,Spring
1585.0,1585.0,52,Victorian Brick,9,Winter
1431.0,1431.0,101,Victorian Brick,9,Summer
1431.0,1431.0,5,Victorian Brick,8,Spring
905.0,905.0,32,Modern Timber Frame,5,Winter
903.0,903.0,53,Modern Timber Frame,0,Winter
2117.0,2117.0,83,Post-War Concrete,1,Summer
2417.0,2417.0,68,Post-War Concrete,7,Spring
1725.0,1725.0,44,Post-War Concrete,6,Summer
401.0,401.0,60,Post-War Concrete,0,Autumn
2841.0,2841.0,74,Edwardian Stone,3,Summer
1149.0,1149.0,8,Edwardian Stone,5,Summer
1245.0,1245.0,90,Edwardian Stone,6,Summer
163.0,163.0,74,Edwardian Stone,0,Winter
2100.0,2100.0,79,Victorian Brick,2,Winter
572.0,572.0,84,Victorian Brick,0,Summer
1213.0,1213.0,57,Post-War Concrete,5,Winter
2523.0,2523.0,113,Edwardian Stone,6,Summer
592.0,592.0,106,Edwardian Stone,6,Summer
2690.0,2690.0,52,Edwardian Stone,1,Winter
2722.0,2722.0,8,Victorian Brick,9,Winter
1935.0,1935.0,100,Modern Timber Frame,8,Winter
67.0,67.0,5,Post-War Concrete,2,Winter
536.0,536.0,20,Victorian Brick,6,Spring
2777.0,2777.0,87,Modern Timber Frame,9,Autumn
159.0,159.0,93,Edwardian Stone,3,Autumn
481.0,481.0,36,Post-War Concrete,0,Spring
2036.0,2036.0,34,Victorian Brick,2,Summer
2129.0,2129.0,68,Victorian Brick,6,Spring
838.0,838.0,51,Post-War Concrete,1,Winter
463.0,463.0,46,Post-War Concrete,1,Autumn
1714.0,1714.0,15,Modern Timber Frame,0,Summer
2184.0,2184.0,92,Victorian Brick,1,Spring
470.0,470.0,43,Edwardian Stone,3,Summer
2381.0,2381.0,64,Victorian Brick,8,Winter
2720.0,2720.0,104,Modern Timber Frame,3,Autumn
893.0,893.0,48,Edwardian Stone,3,Summer
1764.0,1764.0,119,Edwardian Stone,1,Summer
1353.0,1353.0,86,Victorian Brick,9,Spring
970.0,970.0,22,Modern Timber Frame,4,Winter
66.0,66.0,75,Edwardian Stone,9,Summer
1039.0,1039.0,86,Post-War Concrete,8,Autumn
1303.0,1303.0,54,Victorian Brick,6,Summer
1250.0,1250.0,89,Post-War Concrete,8,Summer
1167.0,1167.0,108,Modern Timber Frame,8,Summer
171.0,171.0,19,Post-War Concrete,5,Spring
1498.0,1498.0,85,Modern Timber Frame,4,Winter
2603.0,2603.0,88,Edwardian Stone,0,Summer
1291.0,1291.0,101,Victorian Brick,1,Summer
1663.0,1663.0,43,Modern Timber Frame,6,Winter
1050.0,1050.0,76,Victorian Brick,5,Summer
1510.0,1510.0,16,Edwardian Stone,9,Autumn
1789.0,1789.0,51,Victorian Brick,0,Summer
1994.0,1994.0,40,Modern Timber Frame,1,Autumn
251.0,251.0,15,Edwardian Stone,4,Autumn
1967.0,1967.0,117,Modern Timber Frame,1,Summer
1607.0,1607.0,59,Post-War Concrete,6,Spring
492.0,492.0,12,Modern Timber Frame,7,Summer
283.0,283.0,46,Edwardian Stone,3,Winter
423.0,423.0,95,Victorian Brick,8,Summer
2877.0,2877.0,44,Edwardian Stone,1,Spring
2189.0,2189.0,91,Post-War Concrete,0,Spring
1152.0,1152.0,56,Edwardian Stone,1,Winter
1713.0,1713.0,73,Edwardian Stone,4,Autumn
1454.0,1454.0,8,Post-War Concrete,4,Summer
701.0,701.0,35,Post-War Concrete,0,Spring
1160.0,1160.0,90,Victorian Brick,0,Winter
828.0,828.0,53,Edwardian Stone,2,Spring
1081.0,1081.0,89,Modern Timber Frame,7,Spring
110.0,110.0,43,Modern Timber Frame,4,Spring
1267.0,1267.0,51,Post-War Concrete,5,Autumn
2496.0,2496.0,38,Modern Timber Frame,0,Winter
498.0,498.0,86,Post-War Concrete,7,Winter
226.0,226.0,43,Edwardian Stone,8,Summer
1671.0,1671.0,93,Victorian Brick,5,Autumn
967.0,967.0,116,Victorian Brick,4,Spring
1059.0,1059.0,66,Victorian Brick,6,Summer
2191.0,2191.0,43,Modern Timber Frame,7,Summer
2845.0,2845.0,31,Victorian Brick,1,Spring
41.0,41.0,16,Modern Timber Frame,5,Winter
1779.0,1779.0,40,Edwardian Stone,6,Summer
1880.0,1880.0,79,Modern Timber Frame,8,Autumn
257.0,257.0,88,Victorian Brick,7,Spring
2646.0,2646.0,67,Post-War Concrete,5,Summer
1129.0,1129.0,115,Post-War Concrete,6,Winter
2657.0,2657.0,69,Victorian Brick,8,Summer
2818.0,2818.0,76,Victorian Brick,3,Summer
1552.0,1552.0,18,Edwardian Stone,6,Summer
2646.0,2646.0,115,Post-War Concrete,3,Autumn
289.0,289.0,99,Modern Timber Frame,0,Winter
1326.0,1326.0,67,Post-War Concrete,0,Winter
2039.0,2039.0,112,Edwardian Stone,1,Winter
1840.0,1840.0,67,Modern Timber Frame,4,Autumn
539.0,539.0,96,Edwardian Stone,9,Spring
2847.0,2847.0,29,Victorian Brick,8,Summer
2646.0,2646.0,75,Post-War Concrete,2,Summer
2804.0,2804.0,33,Post-War Concrete,1,Autumn
2183.0,2183.0,27,Post-War Concrete,4,Autumn
2646.0,2646.0,109,Edwardian Stone,5,Autumn
2029.0,2029.0,85,Modern Timber Frame,1,Summer
269.0,269.0,33,Victorian Brick,4,Winter
1755.0,1755.0,107,Post-War Concrete,4,Autumn
1808.0,1808.0,42,Victorian Brick,6,Summer
88.0,88.0,6,Modern Timber Frame,0,Spring
423.0,423.0,52,Post-War Concrete,2,Summer
1682.0,1682.0,88,Post-War Concrete,3,Spring
925.0,925.0,73,Victorian Brick,6,Summer
882.0,882.0,69,Edwardian Stone,6,Spring
1482.0,1482.0,98,Post-War Concrete,4,Summer
1482.0,1482.0,35,Edwardian Stone,7,Spring
1040.0,1040.0,102,Edwardian Stone,6,Autumn
1166.0,1166.0,46,Victorian Brick,6,Spring
953.0,953.0,45,Post-War Concrete,3,Summer
1115.0,1115.0,86,Victorian Brick,2,Winter
2623.0,2623.0,50,Edwardian Stone,9,Spring
3.0,3.0,91,Edwardian Stone,7,Winter
1045.0,1045.0,70,Modern Timber Frame,2,Summer
1550.0,1550.0,117,Modern Timber Frame,2,Autumn
1299.0,1299.0,25,Modern Timber Frame,7,Winter
480.0,480.0,53,Post-War Concrete,4,Spring
1955.0,1955.0,17,Edwardian Stone,2,Summer
2119.0,2119.0,42,Edwardian Stone,5,Autumn
2193.0,2193.0,63,Edwardian Stone,3,Autumn
1077.0,1077.0,37,Modern Timber Frame,8,Winter
433.0,433.0,35,Modern Timber Frame,7,Spring
433.0,433.0,113,Modern Timber Frame,1,Summer
473.0,473.0,70,Modern Timber Frame,2,Autumn
2246.0,2246.0,32,Edwardian Stone,2,Summer
1591.0,1591.0,118,Post-War Concrete,2,Summer
2320.0,2320.0,23,Modern Timber Frame,2,Autumn
2325.0,2325.0,81,Post-War Concrete,6,Spring
213.0,213.0,103,Edwardian Stone,0,Summer
854.0,854.0,115,Victorian Brick,1,Spring
1231.0,1231.0,78,Victorian Brick,0,Spring
1027.0,1027.0,82,Victorian Brick,6,Spring
2542.0,2542.0,51,Edwardian Stone,8,Autumn
584.0,584.0,114,Edwardian Stone,3,Summer
996.0,996.0,16,Victorian Brick,9,Autumn
2176.0,2176.0,22,Victorian Brick,1,Autumn
837.0,837.0,60,Victorian Brick,1,Summer
57.0,57.0,101,Modern Timber Frame,7,Summer
2774.0,2774.0,86,Edwardian Stone,7,Winter
1922.0,1922.0,37,Victorian Brick,4,Summer
850.0,850.0,37,Victorian Brick,5,Summer
2199.0,2199.0,30,Post-War Concrete,8,Summer
2846.0,2846.0,73,Modern Timber Frame,3,Autumn
179.0,179.0,70,Edwardian Stone,3,Autumn
2456.0,2456.0,32,Edwardian Stone,4,Winter
97.0,97.0,14,Modern Timber Frame,1,Summer
2063.0,2063.0,117,Victorian Brick,3,Spring
881.0,881.0,74,Modern Timber Frame,1,Summer
2686.0,2686.0,78,Modern Timber Frame,0,Autumn
2834.0,2834.0,105,Modern Timber Frame,4,Winter
1041.0,1041.0,80,Edwardian Stone,5,Summer
358.0,358.0,80,Post-War Concrete,8,Spring
2063.0,2063.0,100,Edwardian Stone,6,Winter
556.0,556.0,90,Post-War Concrete,3,Summer
2074.0,2074.0,17,Victorian Brick,3,Summer
2568.0,2568.0,21,Modern Timber Frame,5,Spring
1921.0,1921.0,113,Victorian Brick,6,Summer
2144.0,2144.0,97,Post-War Concrete,2,Autumn
827.0,827.0,61,Post-War Concrete,2,Summer
2581.0,2581.0,77,Post-War Concrete,2,Spring
1175.0,1175.0,42,Modern Timber Frame,9,Autumn
888.0,888.0,112,Edwardian Stone,6,Autumn
58.0,58.0,105,Edwardian Stone,2,Summer
1924.0,1924.0,39,Post-War Concrete,5,Winter
1323.0,1323.0,33,Edwardian Stone,8,Spring
274.0,274.0,93,Victorian Brick,5,Spring
477.0,477.0,15,Victorian Brick,8,Summer
1928.0,1928.0,59,Post-War Concrete,3,Spring
511.0,511.0,35,Post-War Concrete,2,Summer
2814.0,2814.0,55,Victorian Brick,8,Autumn
2483.0,2483.0,41,Post-War Concrete,3,Autumn
511.0,511.0,30,Edwardian Stone,6,Winter
2101.0,2101.0,73,Victorian Brick,4,Summer
2804.0,2804.0,47,Post-War Concrete,2,Winter
2457.0,2457.0,7,Post-War Concrete,3,Summer
1187.0,1187.0,89,Edwardian Stone,7,Autumn
478.0,478.0,12,Victorian Brick,4,Spring
1750.0,1750.0,91,Victorian Brick,2,Spring
94.0,94.0,50,Modern Timber Frame,5,Winter
1970.0,1970.0,90,Edwardian Stone,8,Winter
1397.0,1397.0,25,Modern Timber Frame,6,Spring
964.0,964.0,76,Edwardian Stone,4,Autumn
107.0,107.0,119,Post-War Concrete,0,Winter
1752.0,1752.0,95,Post-War Concrete,0,Spring
2166.0,2166.0,15,Edwardian Stone,9,Winter
2256.0,2256.0,76,Post-War Concrete,6,Winter
1680.0,1680.0,68,Modern Timber Frame,8,Winter
84.0,84.0,87,Victorian Brick,2,Winter
803.0,803.0,18,Edwardian Stone,0,Winter
1657.0,1657.0,99,Modern Timber Frame,2,Autumn
1157.0,1157.0,115,Post-War Concrete,4,Spring
1903.0,1903.0,81,Modern Timber Frame,6,Winter
786.0,786.0,114,Modern Timber Frame,8,Summer
1804.0,1804.0,86,Post-War Concrete,8,Spring
1522.0,1522.0,43,Post-War Concrete,4,Summer
639.0,639.0,26,Edwardian Stone,3,Summer
1472.0,1472.0,109,Edwardian Stone,9,Autumn
2252.0,2252.0,7,Edwardian Stone,9,Winter
2698.0,2698.0,41,Post-War Concrete,8,Summer
1348.0,1348.0,49,Modern Timber Frame,2,Autumn
2526.0,2526.0,61,Modern Timber Frame,2,Summer
167.0,167.0,63,Modern Timber Frame,0,Summer
2433.0,2433.0,55,Modern Timber Frame,5,Autumn
231.0,231.0,106,Edwardian Stone,0,Autumn
1926.0,1926.0,15,Post-War Concrete,4,Autumn
1512.0,1512.0,53,Modern Timber Frame,4,Winter
221.0,221.0,19,Edwardian Stone,1,Autumn
2124.0,2124.0,47,Modern Timber Frame,1,Winter
887.0,887.0,118,Edwardian Stone,4,Winter
2378.0,2378.0,20,Victorian Brick,2,Winter
2421.0,2421.0,110,Modern Timber Frame,3,Autumn
402.0,402.0,91,Post-War Concrete,9,Spring
231.0,231.0,114,Modern Timber Frame,6,Winter
2606.0,2606.0,69,Edwardian Stone,9,Winter
1927.0,1927.0,6,Edwardian Stone,6,Spring
745.0,745.0,11,Edwardian Stone,6,Winter
646.0,646.0,40,Victorian Brick,4,Autumn
389.0,389.0,79,Modern Timber Frame,3,Winter
2046.0,2046.0,40,Post-War Concrete,8,Autumn
804.0,804.0,67,Post-War Concrete,7,Spring
1676.0,1676.0,63,Victorian Brick,8,Spring
855.0,855.0,15,Post-War Concrete,8,Spring
2520.0,2520.0,102,Post-War Concrete,8,Winter
2520.0,2520.0,90,Edwardian Stone,7,Winter
1076.0,1076.0,116,Victorian Brick,0,Spring
2520.0,2520.0,111,Post-War Concrete,8,Summer
1844.0,1844.0,113,Modern Timber Frame,5,Autumn
1838.0,1838.0,62,Edwardian Stone,0,Spring
1194.0,1194.0,27,Modern Timber Frame,0,Summer
233.0,233.0,20,Victorian Brick,9,Spring
1737.0,1737.0,87,Victorian Brick,1,Spring
76.0,76.0,39,Edwardian Stone,8,Summer
1850.0,1850.0,65,Post-War Concrete,0,Autumn
1850.0,1850.0,59,Modern Timber Frame,8,Summer
