property_id,season,avg_temp_c,rainfall_mm,maintenance_risk_score
1048.0,Winter,18,1.6,2
1048.0,Spring,18,4.8,9
1048.0,Summer,16,0.9,8
1048.0,Autumn,4,2.0,5
1354.0,Winter,11,4.2,2
1354.0,Spring,4,1.7,8
1354.0,Summer,10,3.6,4
1354.0,Autumn,8,0.6,2
971.0,Winter,12,3.0,9
971.0,Spring,6,2.5,6
971.0,Summer,19,2.0,6
971.0,Autumn,15,0.8,9
2842.0,Winter,7,4.5,6
2842.0,Spring,12,0.8,8
2842.0,Summer,5,2.7,9
2842.0,Autumn,6,4.6,6
1212.0,Winter,8,4.3,5
1212.0,Spring,20,2.1,2
1212.0,Summer,4,3.1,1
1212.0,Autumn,2,1.9,1
1933.0,Winter,14,1.5,1
1933.0,Spring,5,2.7,7
1933.0,Summer,20,2.8,4
1933.0,Autumn,20,0.9,5
174.0,Winter,9,0.9,5
174.0,Spring,6,4.9,8
174.0,Summer,17,3.5,2
174.0,Autumn,2,1.0,5
2440.0,Winter,4,2.3,3
2440.0,Spring,13,3.1,8
2440.0,Summer,4,2.4,8
2440.0,Autumn,11,4.4,8
69.0,Winter,10,1.2,9
69.0,Spring,10,0.6,4
69.0,Summer,13,2.9,2
69.0,Autumn,13,3.1,2
556.0,Winter,21,3.9,1
556.0,Spring,13,2.7,1
556.0,Summer,10,3.7,2
556.0,Autumn,2,3.0,6
490.0,Winter,5,3.2,4
490.0,Spring,10,3.6,2
490.0,Summer,13,0.7,5
490.0,Autumn,2,0.6,7
2308.0,Winter,14,2.9,6
2308.0,Spring,3,1.1,7
2308.0,Summer,5,1.4,2
2308.0,Autumn,11,0.7,4
1221.0,Winter,14,0.9,1
1221.0,Spring,13,1.7,1
1221.0,Summer,9,2.0,9
1221.0,Autumn,12,4.1,8
1126.0,Winter,2,0.9,6
1126.0,Spring,17,1.2,1
1126.0,Summer,21,2.1,9
1126.0,Autumn,4,1.1,2
918.0,Winter,12,2.9,4
918.0,Spring,18,3.4,7
918.0,Summer,3,0.6,1
918.0,Autumn,8,3.4,3
153.0,Winter,18,2.3,4
153.0,Spring,10,4.2,6
153.0,Summer,16,2.9,8
153.0,Autumn,3,2.3,8
2673.0,Winter,5,1.3,4
2673.0,Spring,5,4.5,5
2673.0,Summer,17,3.6,5
2673.0,Autumn,6,0.6,6
165.0,Winter,5,2.7,6
165.0,Spring,19,1.7,3
165.0,Summer,14,4.9,6
165.0,Autumn,12,3.6,4
1068.0,Winter,2,2.9,9
1068.0,Spring,5,1.2,5
1068.0,Summer,6,2.7,2
1068.0,Autumn,20,4.2,1
2205.0,Winter,16,4.4,6
2205.0,Spring,21,2.7,3
2205.0,Summer,2,1.1,6
2205.0,Autumn,21,4.4,9
2602.0,Winter,19,1.3,6
2602.0,Spring,9,2.7,8
2602.0,Summer,10,0.8,5
2602.0,Autumn,4,0.9,3
1707.0,Winter,10,4.1,4
1707.0,Spring,2,3.0,1
1707.0,Summer,19,0.6,9
1707.0,Autumn,18,1.6,9
1171.0,Winter,12,3.3,5
1171.0,Spring,4,4.3,4
1171.0,Summer,12,4.9,5
1171.0,Autumn,6,1.6,6
485.0,Winter,9,3.4,4
485.0,Spring,19,3.3,6
485.0,Summer,19,1.0,9
485.0,Autumn,19,4.3,9
553.0,Winter,5,2.4,9
553.0,Spring,15,3.1,8
553.0,Summer,14,2.0,2
553.0,Autumn,15,3.3,3
2635.0,Winter,10,3.7,6
2635.0,Spring,6,4.8,1
2635.0,Summer,18,1.5,9
2635.0,Autumn,18,2.4,3
720.0,Winter,11,4.1,8
720.0,Spring,11,1.7,4
720.0,Summer,19,4.0,5
720.0,Autumn,13,1.5,9
652.0,Winter,18,3.1,1
652.0,Spring,7,4.7,2
652.0,Summer,6,3.9,5
652.0,Autumn,15,1.8,9
1933.0,Winter,8,2.7,4
1933.0,Spring,3,1.1,8
1933.0,Summer,12,1.4,2
1933.0,Autumn,5,2.9,7
104.0,Winter,21,1.7,5
104.0,Spring,12,1.2,1
104.0,Summer,18,2.3,8
104.0,Autumn,15,1.5,7
573.0,Winter,11,4.8,7
573.0,Spring,5,3.7,9
573.0,Summer,18,4.6,3
573.0,Autumn,9,2.8,3
418.0,Winter,19,3.0,9
418.0,Spring,14,4.0,4
418.0,Summer,5,3.3,5
418.0,Autumn,10,3.1,5
276.0,Winter,21,3.8,2
276.0,Spring,20,0.9,1
276.0,Summer,15,0.7,8
276.0,Autumn,18,1.2,2
528.0,Winter,16,1.9,2
528.0,Spring,14,1.9,9
528.0,Summer,17,1.0,7
528.0,Autumn,3,1.1,1
569.0,Winter,11,2.7,7
569.0,Spring,17,2.7,8
569.0,Summer,18,0.9,6
569.0,Autumn,8,4.0,8
1581.0,Winter,4,4.0,1
1581.0,Spring,15,3.3,2
1581.0,Summer,6,1.8,9
1581.0,Autumn,3,2.8,4
2498.0,Winter,2,0.8,4
2498.0,Spring,17,1.3,1
2498.0,Summer,10,2.0,9
2498.0,Autumn,9,2.4,5
872.0,Winter,2,3.4,3
872.0,Spring,14,0.9,5
872.0,Summer,8,0.5,8
872.0,Autumn,13,0.7,6
1490.0,Winter,2,1.5,9
1490.0,Spring,2,2.9,2
1490.0,Summer,9,3.1,2
1490.0,Autumn,21,4.0,6
798.0,Winter,20,2.3,4
798.0,Spring,12,4.7,9
798.0,Summer,5,2.2,2
798.0,Autumn,9,3.1,7
500.0,Winter,9,2.7,6
500.0,Spring,10,4.8,3
500.0,Summer,9,3.7,3
500.0,Autumn,17,1.1,6
569.0,Winter,19,2.3,2
569.0,Spring,20,2.1,4
569.0,Summer,9,2.0,3
569.0,Autumn,12,1.7,9
160.0,Winter,11,4.4,3
160.0,Spring,20,1.9,6
160.0,Summer,17,2.4,4
160.0,Autumn,12,1.3,7
997.0,Winter,21,4.4,3
997.0,Spring,2,4.7,1
997.0,Summer,11,2.4,7
997.0,Autumn,3,4.3,4
1983.0,Winter,11,3.3,9
1983.0,Spring,16,3.4,8
1983.0,Summer,18,2.5,9
1983.0,Autumn,10,2.8,8
1983.0,Winter,6,3.1,3
1983.0,Spring,9,3.9,9
1983.0,Summer,20,2.3,9
1983.0,Autumn,21,2.1,9
1983.0,Winter,9,2.1,2
1983.0,Spring,2,1.9,7
1983.0,Summer,15,4.3,9
1983.0,Autumn,18,0.9,1
1636.0,Winter,19,0.6,7
1636.0,Spring,2,3.5,7
1636.0,Summer,8,1.5,4
1636.0,Autumn,19,3.5,2
360.0,Winter,2,0.8,4
360.0,Spring,5,4.8,5
360.0,Summer,13,4.4,5
360.0,Autumn,11,2.8,3
278.0,Winter,16,3.6,9
278.0,Spring,2,4.9,1
278.0,Summer,21,2.4,4
278.0,Autumn,3,2.7,9
1159.0,Winter,2,2.5,3
1159.0,Spring,11,2.8,4
1159.0,Summer,14,4.9,4
1159.0,Autumn,14,2.3,6
1609.0,Winter,19,4.7,3
1609.0,Spring,12,3.2,3
1609.0,Summer,5,3.1,3
1609.0,Autumn,6,4.8,3
897.0,Winter,20,4.6,9
897.0,Spring,20,1.8,4
897.0,Summer,2,3.4,5
897.0,Autumn,13,1.2,7
2311.0,Winter,10,4.5,7
2311.0,Spring,21,3.8,6
2311.0,Summer,5,4.4,2
2311.0,Autumn,16,2.9,7
1738.0,Winter,5,1.5,5
1738.0,Spring,18,1.0,9
1738.0,Summer,7,2.9,8
1738.0,Autumn,9,5.0,2
2465.0,Winter,14,4.9,8
2465.0,Spring,21,3.7,5
2465.0,Summer,6,3.9,3
2465.0,Autumn,20,1.3,7
142.0,Winter,11,4.9,1
142.0,Spring,21,3.8,9
142.0,Summer,11,1.9,4
142.0,Autumn,13,3.2,9
1266.0,Winter,3,4.7,6
1266.0,Spring,4,1.6,9
1266.0,Summer,15,1.8,5
1266.0,Autumn,20,3.2,6
673.0,Winter,11,1.5,2
673.0,Spring,4,2.9,7
673.0,Summer,15,2.7,9
673.0,Autumn,13,1.7,5
758.0,Winter,19,1.9,9
758.0,Spring,3,0.6,3
758.0,Summer,18,3.2,7
758.0,Autumn,7,3.1,3
2206.0,Winter,13,1.5,1
2206.0,Spring,3,5.0,5
2206.0,Summer,13,2.7,9
2206.0,Autumn,17,4.5,8
267.0,Winter,11,2.3,3
267.0,Spring,9,3.7,3
267.0,Summer,20,3.8,8
267.0,Autumn,10,3.7,7
939.0,Winter,5,2.9,6
939.0,Spring,18,4.8,6
939.0,Summer,13,2.9,3
939.0,Autumn,13,4.0,5
2155.0,Winter,11,1.5,9
2155.0,Spring,12,1.9,8
2155.0,Summer,11,4.4,5
2155.0,Autumn,21,1.2,8
1479.0,Winter,20,4.3,5
1479.0,Spring,18,4.1,2
1479.0,Summer,3,3.6,6
1479.0,Autumn,13,2.2,6
106.0,Winter,9,1.1,6
106.0,Spring,9,4.3,7
106.0,Summer,11,1.0,7
106.0,Autumn,14,1.0,7
679.0,Winter,7,4.0,1
679.0,Spring,13,1.9,6
679.0,Summer,6,1.0,8
679.0,Autumn,14,4.0,8
1798.0,Winter,11,3.8,4
1798.0,Spring,10,2.8,3
1798.0,Summer,18,4.9,5
1798.0,Autumn,4,4.4,9
569.0,Winter,3,1.6,6
569.0,Spring,11,2.3,4
569.0,Summer,17,2.9,7
569.0,Autumn,5,2.6,2
1357.0,Winter,4,2.1,7
1357.0,Spring,14,1.9,3
1357.0,Summer,9,4.5,1
1357.0,Autumn,16,2.2,7
1856.0,Winter,19,1.8,6
1856.0,Spring,13,2.7,3
1856.0,Summer,13,1.4,1
1856.0,Autumn,11,2.5,5
2202.0,Winter,20,3.4,4
2202.0,Spring,15,3.5,9
2202.0,Summer,12,2.6,1
2202.0,Autumn,2,2.2,7
2838.0,Winter,14,0.8,3
2838.0,Spring,2,2.5,2
2838.0,Summer,2,2.2,4
2838.0,Autumn,4,3.5,1
1642.0,Winter,6,3.0,2
1642.0,Spring,7,3.0,5
1642.0,Summer,3,3.4,8
1642.0,Autumn,5,4.6,6
412.0,Winter,10,1.9,3
412.0,Spring,7,2.3,8
412.0,Summer,20,0.7,8
412.0,Autumn,7,4.6,5
455.0,Winter,17,4.6,3
455.0,Spring,18,2.9,6
455.0,Summer,21,1.1,3
455.0,Autumn,14,2.4,7
585.0,Winter,15,2.8,8
585.0,Spring,2,0.9,4
585.0,Summer,11,2.7,1
585.0,Autumn,12,2.2,1
133.0,Winter,13,4.8,1
133.0,Spring,10,3.4,5
133.0,Summer,10,2.9,3
133.0,Autumn,20,4.7,1
37.0,Winter,10,4.0,3
37.0,Spring,5,2.4,3
37.0,Summer,20,0.9,7
37.0,Autumn,12,2.7,7
911.0,Winter,7,2.0,7
911.0,Spring,8,1.4,7
911.0,Summer,9,4.6,5
911.0,Autumn,7,4.7,5
2592.0,Winter,20,0.8,7
2592.0,Spring,13,3.4,5
2592.0,Summer,18,2.5,2
2592.0,Autumn,15,4.5,8
1918.0,Winter,20,1.4,2
1918.0,Spring,4,4.9,2
1918.0,Summer,4,1.5,6
1918.0,Autumn,20,2.7,5
2476.0,Winter,19,4.4,6
2476.0,Spring,18,1.0,4
2476.0,Summer,10,1.0,3
2476.0,Autumn,7,5.0,5
2263.0,Winter,19,4.3,9
2263.0,Spring,7,2.9,1
2263.0,Summer,2,3.7,5
2263.0,Autumn,3,2.3,4
1845.0,Winter,17,1.9,2
1845.0,Spring,8,2.3,1
1845.0,Summer,18,3.4,9
1845.0,Autumn,8,3.2,2
513.0,Winter,21,2.4,5
513.0,Spring,14,3.1,3
513.0,Summer,13,0.7,8
513.0,Autumn,15,3.8,4
1831.0,Winter,4,1.3,1
1831.0,Spring,19,4.9,5
1831.0,Summer,12,2.8,8
1831.0,Autumn,15,4.7,3
458.0,Winter,16,2.5,6
458.0,Spring,12,3.4,2
458.0,Summer,18,2.1,8
458.0,Autumn,5,5.0,2
617.0,Winter,21,1.6,4
617.0,Spring,19,2.8,2
617.0,Summer,13,0.5,8
617.0,Autumn,9,1.6,1
1147.0,Winter,15,4.5,8
1147.0,Spring,17,3.8,5
1147.0,Summer,2,4.9,7
1147.0,Autumn,10,5.0,9
1490.0,Winter,4,0.9,5
1490.0,Spring,11,1.0,7
1490.0,Summer,10,4.5,8
1490.0,Autumn,6,4.9,1
1940.0,Winter,9,4.7,5
1940.0,Spring,14,2.9,5
1940.0,Summer,17,2.8,1
1940.0,Autumn,16,3.4,6
788.0,Winter,19,1.8,2
788.0,Spring,7,2.0,3
788.0,Summer,13,4.8,2
788.0,Autumn,6,4.9,1
2545.0,Winter,14,2.8,5
2545.0,Spring,9,0.6,4
2545.0,Summer,12,0.8,9
2545.0,Autumn,20,1.9,8
723.0,Winter,6,3.3,5
723.0,Spring,3,1.8,8
723.0,Summer,14,3.5,8
723.0,Autumn,14,3.5,1
2313.0,Winter,13,0.6,5
2313.0,Spring,8,0.9,5
2313.0,Summer,11,3.6,1
2313.0,Autumn,2,4.0,5
1395.0,Winter,5,0.5,3
1395.0,Spring,6,1.2,7
1395.0,Summer,21,3.8,6
1395.0,Autumn,19,1.9,1
1156.0,Winter,19,4.2,6
1156.0,Spring,7,4.2,6
1156.0,Summer,15,2.5,8
1156.0,Autumn,21,1.3,7
2534.0,Winter,11,2.5,4
2534.0,Spring,12,1.1,5
2534.0,Summer,2,2.9,4
2534.0,Autumn,2,3.1,7
1582.0,Winter,2,4.8,2
1582.0,Spring,4,3.2,1
1582.0,Summer,19,1.1,3
1582.0,Autumn,20,4.4,9
650.0,Winter,7,4.9,9
650.0,Spring,14,0.8,3
650.0,Summer,3,3.0,7
650.0,Autumn,8,4.0,9
173.0,Winter,18,4.6,4
173.0,Spring,13,2.2,6
173.0,Summer,14,4.4,1
173.0,Autumn,15,4.8,5
1350.0,Winter,15,3.4,2
1350.0,Spring,16,1.0,1
1350.0,Summer,7,4.1,2
1350.0,Autumn,13,2.5,4
2497.0,Winter,20,3.2,1
2497.0,Spring,12,0.8,1
2497.0,Summer,3,2.9,3
2497.0,Autumn,17,3.8,1
2342.0,Winter,2,1.1,7
2342.0,Spring,7,1.8,4
2342.0,Summer,6,4.3,6
2342.0,Autumn,16,3.0,9
312.0,Winter,21,1.9,7
312.0,Spring,12,3.2,6
312.0,Summer,2,4.4,6
312.0,Autumn,16,2.5,9
961.0,Winter,10,4.3,1
961.0,Spring,14,1.6,6
961.0,Summer,12,3.7,9
961.0,Autumn,12,1.4,8
2178.0,Winter,8,4.2,5
2178.0,Spring,19,3.1,3
2178.0,Summer,7,3.2,8
2178.0,Autumn,10,3.6,1
2538.0,Winter,7,0.9,9
2538.0,Spring,8,1.5,9
2538.0,Summer,2,2.1,3
2538.0,Autumn,7,3.8,7
899.0,Winter,10,3.6,2
899.0,Spring,10,3.8,5
899.0,Summer,6,0.5,2
899.0,Autumn,14,2.5,8
1164.0,Winter,16,2.7,5
1164.0,Spring,9,2.7,5
1164.0,Summer,13,4.9,2
1164.0,Autumn,11,1.7,5
1461.0,Winter,17,0.9,7
1461.0,Spring,19,3.4,5
1461.0,Summer,10,4.5,1
1461.0,Autumn,10,3.4,5
1153.0,Winter,21,2.2,4
1153.0,Spring,13,3.3,1
1153.0,Summer,7,1.4,5
1153.0,Autumn,2,0.5,8
1014.0,Winter,6,0.9,5
1014.0,Spring,4,2.1,7
1014.0,Summer,9,3.9,2
1014.0,Autumn,19,0.9,9
2187.0,Winter,21,3.1,1
2187.0,Spring,11,3.7,4
2187.0,Summer,15,3.9,4
2187.0,Autumn,4,1.7,7
983.0,Winter,15,4.9,6
983.0,Spring,6,1.5,3
983.0,Summer,20,1.2,7
983.0,Autumn,7,4.7,1
1943.0,Winter,17,1.8,7
1943.0,Spring,20,4.4,9
1943.0,Summer,4,5.0,4
1943.0,Autumn,5,1.9,2
1585.0,Winter,5,4.0,4
1585.0,Spring,18,1.0,9
1585.0,Summer,17,4.7,7
1585.0,Autumn,14,3.6,3
1431.0,Winter,9,1.3,7
1431.0,Spring,2,0.8,1
1431.0,Summer,5,1.4,4
1431.0,Autumn,8,2.1,2
1431.0,Winter,5,3.3,4
1431.0,Spring,9,2.6,7
1431.0,Summer,14,4.0,9
1431.0,Autumn,9,2.2,3
905.0,Winter,13,0.5,8
905.0,Spring,2,1.7,4
905.0,Summer,17,4.7,8
905.0,Autumn,12,2.0,5
903.0,Winter,8,2.4,2
903.0,Spring,15,1.2,1
903.0,Summer,20,4.8,8
903.0,Autumn,21,0.8,6
2117.0,Winter,5,4.0,5
2117.0,Spring,15,4.5,7
2117.0,Summer,2,2.5,6
2117.0,Autumn,16,1.0,8
2417.0,Winter,14,3.1,2
2417.0,Spring,6,0.7,5
2417.0,Summer,4,3.7,1
2417.0,Autumn,2,1.9,6
1725.0,Winter,2,4.1,9
1725.0,Spring,16,1.2,3
1725.0,Summer,17,0.5,9
1725.0,Autumn,18,1.7,7
401.0,Winter,12,2.2,8
401.0,Spring,15,4.2,6
401.0,Summer,5,4.9,5
401.0,Autumn,10,1.2,1
2841.0,Winter,20,3.7,5
2841.0,Spring,16,4.6,3
2841.0,Summer,7,4.4,7
2841.0,Autumn,10,3.7,8
1149.0,Winter,3,4.0,4
1149.0,Spring,2,0.5,5
1149.0,Summer,15,3.2,9
1149.0,Autumn,18,0.7,4
1245.0,Winter,10,1.0,2
1245.0,Spring,4,4.2,2
1245.0,Summer,2,4.8,5
1245.0,Autumn,3,4.1,9
163.0,Winter,14,0.9,6
163.0,Spring,20,2.7,3
163.0,Summer,6,3.8,2
163.0,Autumn,6,2.0,7
2100.0,Winter,20,2.1,2
2100.0,Spring,6,3.0,2
2100.0,Summer,2,1.1,9
2100.0,Autumn,3,3.0,1
572.0,Winter,13,4.6,3
572.0,Spring,8,4.4,8
572.0,Summer,5,3.8,4
572.0,Autumn,19,2.2,6
1213.0,Winter,7,4.3,7
1213.0,Spring,10,2.7,6
1213.0,Summer,2,4.4,4
1213.0,Autumn,6,3.5,2
2523.0,Winter,7,0.5,5
2523.0,Spring,20,3.1,7
2523.0,Summer,19,2.5,5
2523.0,Autumn,21,2.3,9
592.0,Winter,8,1.1,5
592.0,Spring,11,3.4,5
592.0,Summer,16,2.0,7
592.0,Autumn,8,3.8,4
2690.0,Winter,20,1.1,7
2690.0,Spring,8,4.8,6
2690.0,Summer,11,1.9,7
2690.0,Autumn,8,5.0,1
2722.0,Winter,21,3.7,9
2722.0,Spring,14,4.1,6
2722.0,Summer,21,1.9,5
2722.0,Autumn,15,1.3,9
1935.0,Winter,21,2.6,9
1935.0,Spring,2,1.5,9
1935.0,Summer,15,3.7,7
1935.0,Autumn,20,2.3,3
67.0,Winter,16,0.7,4
67.0,Spring,20,1.4,1
67.0,Summer,12,2.4,5
67.0,Autumn,17,3.8,7
536.0,Winter,7,3.8,8
536.0,Spring,10,1.7,4
536.0,Summer,17,4.8,2
536.0,Autumn,12,2.3,8
2777.0,Winter,21,2.2,2
2777.0,Spring,3,3.3,2
2777.0,Summer,13,3.6,9
2777.0,Autumn,15,4.6,1
159.0,Winter,10,1.1,6
159.0,Spring,7,2.3,9
159.0,Summer,16,1.4,3
159.0,Autumn,19,0.6,2
481.0,Winter,20,2.3,2
481.0,Spring,21,2.1,8
481.0,Summer,7,0.6,7
481.0,Autumn,9,3.8,1
2036.0,Winter,3,1.8,3
2036.0,Spring,14,4.0,8
2036.0,Summer,4,1.8,4
2036.0,Autumn,18,0.6,8
2129.0,Winter,12,2.5,1
2129.0,Spring,18,4.1,7
2129.0,Summer,2,3.6,1
2129.0,Autumn,10,4.5,3
838.0,Winter,13,0.6,9
838.0,Spring,10,4.2,1
838.0,Summer,21,1.0,7
838.0,Autumn,10,4.1,7
463.0,Winter,12,2.0,6
463.0,Spring,17,2.2,3
463.0,Summer,4,1.5,5
463.0,Autumn,6,1.0,7
1714.0,Winter,20,3.4,6
1714.0,Spring,6,3.1,7
1714.0,Summer,17,0.5,6
1714.0,Autumn,7,0.9,4
2184.0,Winter,5,3.9,6
2184.0,Spring,7,4.1,6
2184.0,Summer,2,2.8,4
2184.0,Autumn,18,4.1,7
470.0,Winter,15,0.9,9
470.0,Spring,2,2.0,2
470.0,Summer,15,1.3,7
470.0,Autumn,9,4.0,8
2381.0,Winter,15,3.5,3
2381.0,Spring,19,3.2,9
2381.0,Summer,8,4.8,9
2381.0,Autumn,9,2.9,8
2720.0,Winter,4,1.0,8
2720.0,Spring,9,1.8,3
2720.0,Summer,13,2.2,1
2720.0,Autumn,2,4.4,3
893.0,Winter,11,4.3,2
893.0,Spring,12,0.7,2
893.0,Summer,11,3.4,2
893.0,Autumn,8,4.2,1
1764.0,Winter,13,0.8,4
1764.0,Spring,10,2.1,2
1764.0,Summer,9,3.5,7
1764.0,Autumn,14,4.8,3
1353.0,Winter,8,0.8,5
1353.0,Spring,21,3.6,8
1353.0,Summer,2,0.8,5
1353.0,Autumn,16,4.8,2
970.0,Winter,3,3.5,6
970.0,Spring,12,4.7,7
970.0,Summer,20,1.0,8
970.0,Autumn,2,2.3,6
66.0,Winter,15,1.4,7
66.0,Spring,9,1.9,2
66.0,Summer,7,1.6,4
66.0,Autumn,16,1.3,7
1039.0,Winter,7,0.6,5
1039.0,Spring,3,2.4,4
1039.0,Summer,3,1.2,9
1039.0,Autumn,3,2.2,9
1303.0,Winter,21,3.2,5
1303.0,Spring,8,3.1,9
1303.0,Summer,5,4.9,1
1303.0,Autumn,11,0.9,6
1250.0,Winter,15,2.6,6
1250.0,Spring,4,3.2,7
1250.0,Summer,3,2.4,6
1250.0,Autumn,21,2.1,8
1167.0,Winter,13,3.0,1
1167.0,Spring,9,2.9,1
1167.0,Summer,19,3.5,5
1167.0,Autumn,7,2.5,6
171.0,Winter,16,4.2,3
171.0,Spring,6,4.3,6
171.0,Summer,17,3.2,1
171.0,Autumn,9,1.6,7
1498.0,Winter,4,1.0,7
1498.0,Spring,18,4.0,8
1498.0,Summer,10,4.8,7
1498.0,Autumn,11,0.8,5
2603.0,Winter,11,1.1,6
2603.0,Spring,6,3.5,1
2603.0,Summer,17,3.8,6
2603.0,Autumn,11,2.8,4
1291.0,Winter,6,0.6,3
1291.0,Spring,14,4.0,6
1291.0,Summer,14,3.6,2
1291.0,Autumn,16,4.4,9
1663.0,Winter,12,1.5,4
1663.0,Spring,3,4.4,9
1663.0,Summer,3,4.3,9
1663.0,Autumn,9,0.7,7
1050.0,Winter,4,2.1,4
1050.0,Spring,4,1.8,3
1050.0,Summer,8,0.5,9
1050.0,Autumn,4,2.1,7
1510.0,Winter,16,4.0,6
1510.0,Spring,9,1.6,3
1510.0,Summer,13,3.3,9
1510.0,Autumn,10,4.3,6
1789.0,Winter,21,2.2,6
1789.0,Spring,9,1.0,2
1789.0,Summer,18,0.6,1
1789.0,Autumn,4,4.3,3
1994.0,Winter,18,4.6,8
1994.0,Spring,19,3.0,6
1994.0,Summer,21,4.3,9
1994.0,Autumn,21,2.7,3
251.0,Winter,3,3.6,4
251.0,Spring,2,2.3,3
251.0,Summer,7,3.7,5
251.0,Autumn,6,2.6,2
1967.0,Winter,2,3.9,2
1967.0,Spring,12,3.8,9
1967.0,Summer,3,2.5,9
1967.0,Autumn,2,2.2,1
1607.0,Winter,9,1.7,6
1607.0,Spring,11,2.9,5
1607.0,Summer,2,1.8,9
1607.0,Autumn,17,2.8,8
492.0,Winter,11,1.9,5
492.0,Spring,21,3.0,7
492.0,Summer,4,0.6,8
492.0,Autumn,10,4.9,9
283.0,Winter,7,3.5,8
283.0,Spring,17,4.9,2
283.0,Summer,4,3.2,9
283.0,Autumn,15,2.4,8
423.0,Winter,13,2.9,3
423.0,Spring,14,1.2,8
423.0,Summer,12,2.0,2
423.0,Autumn,8,3.2,2
2877.0,Winter,19,3.0,8
2877.0,Spring,12,1.2,4
2877.0,Summer,3,2.2,3
2877.0,Autumn,11,4.4,1
2189.0,Winter,6,4.0,8
2189.0,Spring,19,1.7,6
2189.0,Summer,17,1.4,4
2189.0,Autumn,9,4.9,4
1152.0,Winter,7,1.5,3
1152.0,Spring,7,3.3,1
1152.0,Summer,19,3.8,1
1152.0,Autumn,19,2.3,2
1713.0,Winter,5,2.7,9
1713.0,Spring,8,1.5,8
1713.0,Summer,7,1.5,7
1713.0,Autumn,2,2.7,6
1454.0,Winter,9,3.3,4
1454.0,Spring,3,2.3,1
1454.0,Summer,12,4.0,7
1454.0,Autumn,5,2.9,7
701.0,Winter,17,3.6,5
701.0,Spring,15,4.6,8
701.0,Summer,5,2.9,8
701.0,Autumn,5,4.4,2
1160.0,Winter,11,0.8,6
1160.0,Spring,8,0.8,4
1160.0,Summer,20,4.7,3
1160.0,Autumn,7,3.8,8
828.0,Winter,4,4.1,4
828.0,Spring,9,4.5,9
828.0,Summer,16,3.5,5
828.0,Autumn,7,4.3,7
1081.0,Winter,4,3.0,5
1081.0,Spring,6,2.3,9
1081.0,Summer,13,4.2,9
1081.0,Autumn,10,4.7,9
110.0,Winter,20,3.2,6
110.0,Spring,11,4.3,7
110.0,Summer,18,4.2,8
110.0,Autumn,14,3.0,8
1267.0,Winter,10,3.9,4
1267.0,Spring,2,1.0,4
1267.0,Summer,17,2.5,2
1267.0,Autumn,19,0.6,4
2496.0,Winter,13,4.8,6
2496.0,Spring,7,1.8,7
2496.0,Summer,21,2.7,6
2496.0,Autumn,16,3.6,1
498.0,Winter,19,1.2,1
498.0,Spring,13,4.0,6
498.0,Summer,21,1.3,5
498.0,Autumn,9,2.9,2
226.0,Winter,5,4.0,4
226.0,Spring,6,0.9,4
226.0,Summer,15,3.5,5
226.0,Autumn,4,1.8,1
1671.0,Winter,14,4.5,2
1671.0,Spring,10,2.7,4
1671.0,Summer,2,2.4,7
1671.0,Autumn,9,1.7,1
967.0,Winter,2,1.8,4
967.0,Spring,18,1.0,4
967.0,Summer,7,4.2,6
967.0,Autumn,11,0.9,8
1059.0,Winter,19,1.0,4
1059.0,Spring,16,1.8,1
1059.0,Summer,20,2.6,5
1059.0,Autumn,7,1.6,3
2191.0,Winter,8,2.1,5
2191.0,Spring,20,3.9,8
2191.0,Summer,12,4.7,3
2191.0,Autumn,3,2.8,9
2845.0,Winter,14,4.1,3
2845.0,Spring,5,1.0,1
2845.0,Summer,20,0.9,5
2845.0,Autumn,19,1.2,2
41.0,Winter,5,2.7,9
41.0,Spring,12,4.3,8
41.0,Summer,6,3.8,9
41.0,Autumn,10,2.3,7
1779.0,Winter,9,1.4,7
1779.0,Spring,8,2.6,7
1779.0,Summer,3,2.1,6
1779.0,Autumn,12,2.5,7
1880.0,Winter,5,3.6,5
1880.0,Spring,8,0.6,6
1880.0,Summer,11,4.3,7
1880.0,Autumn,4,4.0,5
257.0,Winter,18,2.4,3
257.0,Spring,21,3.4,7
257.0,Summer,15,4.9,4
257.0,Autumn,18,3.7,7
2646.0,Winter,17,2.4,1
2646.0,Spring,5,3.3,2
2646.0,Summer,16,4.3,8
2646.0,Autumn,2,2.3,6
1129.0,Winter,14,4.8,1
1129.0,Spring,5,3.3,5
1129.0,Summer,11,4.4,7
1129.0,Autumn,11,1.4,7
2657.0,Winter,4,1.2,6
2657.0,Spring,17,0.7,7
2657.0,Summer,21,1.4,8
2657.0,Autumn,12,1.6,2
2818.0,Winter,14,1.3,3
2818.0,Spring,18,4.9,7
2818.0,Summer,5,2.4,9
2818.0,Autumn,10,2.9,7
1552.0,Winter,6,3.4,4
1552.0,Spring,21,2.3,1
1552.0,Summer,15,2.8,9
1552.0,Autumn,6,1.5,7
2646.0,Winter,21,2.8,3
2646.0,Spring,15,1.2,4
2646.0,Summer,12,1.7,7
2646.0,Autumn,3,4.8,1
289.0,Winter,3,3.3,9
289.0,Spring,7,0.5,4
289.0,Summer,10,2.7,6
289.0,Autumn,17,3.1,2
1326.0,Winter,13,1.2,7
1326.0,Spring,20,1.2,3
1326.0,Summer,16,0.7,6
1326.0,Autumn,4,3.8,4
